"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,80,2,2080,3,256174832,5.14,1,1,23.34,72.09,2000,1,2,7.5
2,80,2,2080,3,256181338,5.14,1,1,23.34,72.09,2000,1,2,7.5
3,80,2,2080,3,256186029,5.14,1,1,23.34,72.09,2000,1,2,7.5
4,80,2,2080,3,256189832,5.14,1,1,23.34,72.09,2000,1,2,7.5
5,80,2,2080,3,256191809,5.14,1,1,23.34,72.09,2000,1,2,7.5
6,80,2,2080,3,256194417,5.14,1,1,23.34,72.09,2000,1,2,7.5
7,80,2,2080,3,256196799,5.14,1,1,23.34,72.09,2000,1,2,7.5
8,80,2,2080,3,256199118,5.14,1,1,23.34,72.09,2000,1,2,7.5
9,80,2,2080,3,256201744,5.14,1,1,23.34,72.09,2000,1,2,7.5
10,80,2,2080,3,256204123,5.14,1,1,23.34,72.09,2000,1,2,7.5
