"run","tick","SchadenprozGRsicht","SchaedenprozGR","SchaedenprozGRE","SchaedenprozST","SchaedenprozSTE","SchaedenprzSTsicht","Resistance","Behaviour","AnzahlFungizidanw"
1,1.0,0.0,3.75,0.0,75.76923076923077,75.76923076923077,75.76923076923077,1.0,0.0,0.0
1,2.0,0.0,3.75,0.0,75.76923076923077,75.76923076923077,75.76923076923077,1.0,0.0,0.0
1,3.0,0.0,3.75,0.0,75.76923076923077,75.76923076923077,75.76923076923077,1.0,0.0,0.0
1,4.0,0.0,3.75,0.0,75.76923076923077,75.76923076923077,75.76923076923077,1.0,0.0,0.0
1,5.0,0.0,3.75,0.0,75.76923076923077,75.76923076923077,75.76923076923077,1.0,0.0,0.0
1,6.0,0.0,3.75,0.0,75.76923076923077,75.76923076923077,75.76923076923077,1.0,0.0,0.0
1,7.0,0.0,3.75,0.0,75.76923076923077,75.76923076923077,75.76923076923077,1.0,0.0,0.0
1,8.0,0.0,3.75,0.0,75.76923076923077,75.76923076923077,75.76923076923077,1.0,0.0,0.0
1,9.0,0.0,3.75,0.0,75.76923076923077,75.76923076923077,75.76923076923077,1.0,0.0,0.0
1,10.0,0.0,3.75,0.0,75.76923076923077,75.76923076923077,75.76923076923077,1.0,0.0,0.0
1,11.0,0.0,3.75,0.0,75.76923076923077,75.76923076923077,75.76923076923077,1.0,0.0,0.0
1,12.0,0.0,3.75,0.0,75.76923076923077,75.76923076923077,75.76923076923077,1.0,0.0,0.0
1,13.0,0.0,3.75,0.0,75.76923076923077,75.76923076923077,75.76923076923077,1.0,0.0,0.0
1,14.0,0.0,3.75,0.0,75.76923076923077,75.76923076923077,75.76923076923077,1.0,0.0,0.0
1,15.0,0.0,3.75,0.0,75.76923076923077,75.76923076923077,75.76923076923077,1.0,0.0,0.0
1,16.0,0.0,3.75,0.0,75.76923076923077,75.76923076923077,75.76923076923077,1.0,0.0,0.0
1,17.0,0.0,3.75,0.0,75.76923076923077,75.76923076923077,75.76923076923077,1.0,0.0,0.0
1,18.0,0.0,3.75,0.0,75.76923076923077,75.76923076923077,75.76923076923077,1.0,0.0,0.0
1,19.0,0.0,3.75,0.0,75.76923076923077,75.76923076923077,75.76923076923077,1.0,0.0,0.0
1,20.0,0.0,3.75,0.0,75.76923076923077,75.76923076923077,75.76923076923077,1.0,0.0,0.0
1,21.0,0.0,3.75,0.0,75.76923076923077,75.76923076923077,75.76923076923077,1.0,0.0,0.0
1,22.0,0.0,3.75,0.0,75.76923076923077,75.76923076923077,75.76923076923077,1.0,0.0,0.0
1,23.0,0.0,3.75,0.0,75.76923076923077,75.76923076923077,75.76923076923077,1.0,0.0,0.0
1,24.0,0.0,3.75,0.0,75.76923076923077,75.76923076923077,75.76923076923077,1.0,0.0,0.0
1,25.0,0.8173076923076924,3.75,0.8173076923076924,75.76923076923077,75.76923076923077,75.76923076923077,1.0,0.0,0.0
1,26.0,1.7307692307692308,3.75,1.7307692307692308,81.10576923076923,75.76923076923077,75.76923076923077,1.0,0.0,0.0
1,27.0,1.7307692307692308,3.75,1.7307692307692308,81.10576923076923,75.76923076923077,75.76923076923077,1.0,0.0,0.0
1,28.0,2.548076923076923,5.673076923076923,2.548076923076923,81.10576923076923,75.76923076923077,75.76923076923077,1.0,0.0,0.0
1,29.0,2.548076923076923,5.673076923076923,2.548076923076923,81.10576923076923,75.76923076923077,75.76923076923077,1.0,0.0,0.0
1,30.0,3.75,8.317307692307692,3.75,94.32692307692308,75.76923076923077,75.76923076923077,1.0,0.0,0.0
1,31.0,3.75,8.317307692307692,3.75,94.32692307692308,75.76923076923077,75.76923076923077,1.0,0.0,0.0
1,32.0,3.75,8.317307692307692,3.75,94.32692307692308,75.76923076923077,75.76923076923077,1.0,0.0,0.0
1,33.0,3.75,8.317307692307692,3.75,94.32692307692308,75.76923076923077,75.76923076923077,1.0,0.0,0.0
1,34.0,3.75,8.317307692307692,3.75,94.32692307692308,75.76923076923077,75.76923076923077,1.0,0.0,0.0
1,35.0,3.75,8.317307692307692,3.75,94.32692307692308,75.76923076923077,75.76923076923077,1.0,0.0,0.0
1,36.0,3.75,13.89423076923077,3.75,94.32692307692308,75.76923076923077,75.76923076923077,1.0,0.0,0.0
1,37.0,3.75,13.89423076923077,3.75,94.32692307692308,75.76923076923077,75.76923076923077,1.0,0.0,0.0
1,38.0,3.75,13.89423076923077,3.75,94.32692307692308,75.76923076923077,75.76923076923077,1.0,0.0,0.0
1,39.0,3.75,17.01923076923077,3.75,94.32692307692308,75.76923076923077,75.76923076923077,1.0,0.0,0.0
1,40.0,3.75,17.01923076923077,3.75,94.32692307692308,75.76923076923077,75.76923076923077,1.0,0.0,0.0
1,41.0,3.75,17.01923076923077,3.75,94.32692307692308,75.76923076923077,75.76923076923077,1.0,0.0,0.0
1,42.0,3.75,17.01923076923077,3.75,94.32692307692308,75.86538461538461,75.86538461538461,1.0,0.0,0.0
1,43.0,3.75,17.01923076923077,3.75,94.32692307692308,75.96153846153845,75.96153846153845,1.0,0.0,0.0
1,44.0,3.75,17.01923076923077,3.75,94.32692307692308,76.25,76.25,1.0,0.0,0.0
1,45.0,3.894230769230769,17.01923076923077,3.894230769230769,99.08653846153847,76.77884615384616,76.77884615384616,1.0,0.0,0.0
1,46.0,5.336538461538462,17.01923076923077,5.336538461538462,99.08653846153847,78.65384615384615,78.65384615384615,1.0,0.0,0.0
1,47.0,6.105769230769231,17.01923076923077,6.105769230769231,99.08653846153847,80.28846153846155,80.28846153846155,1.0,0.0,0.0
1,48.0,6.105769230769231,17.01923076923077,6.105769230769231,99.08653846153847,81.58653846153847,81.58653846153847,1.0,0.0,0.0
1,49.0,7.5,21.394230769230766,7.5,99.08653846153847,82.88461538461539,82.88461538461539,1.0,0.0,0.0
1,50.0,7.5,26.25,7.5,99.08653846153847,83.79807692307692,83.79807692307692,1.0,0.0,0.0
1,51.0,8.317307692307692,26.25,8.317307692307692,99.08653846153847,85.38461538461539,85.38461538461539,1.0,0.0,0.0
1,52.0,8.317307692307692,26.25,8.317307692307692,99.08653846153847,86.63461538461539,86.63461538461539,1.0,0.0,0.0
1,53.0,8.317307692307692,30.096153846153843,8.317307692307692,99.08653846153847,87.5,87.5,1.0,0.0,0.0
1,54.0,9.567307692307692,32.98076923076923,9.567307692307692,99.08653846153847,88.41346153846153,88.41346153846153,1.0,0.0,0.0
1,55.0,9.134615384615383,35.67307692307693,9.134615384615383,99.08653846153847,89.08653846153847,89.08653846153847,1.0,0.0,0.0
1,56.0,10.240384615384615,35.67307692307693,10.240384615384615,99.08653846153847,89.75961538461539,89.75961538461539,1.0,0.0,0.0
1,57.0,10.240384615384615,35.67307692307693,7.5,99.08653846153847,69.66346153846153,90.33653846153847,1.0,0.0,0.0
1,58.0,11.057692307692307,35.57692307692308,8.269230769230768,99.08653846153847,71.15384615384616,91.20192307692308,1.0,0.0,0.0
1,59.0,11.057692307692307,35.57692307692308,8.269230769230768,99.08653846153847,72.59615384615384,91.82692307692307,1.0,0.0,0.0
1,60.0,12.307692307692308,35.38461538461539,7.259615384615385,99.08653846153847,44.51923076923077,92.01923076923076,1.0,0.0,0.0
1,61.0,12.307692307692308,35.38461538461539,7.259615384615385,99.08653846153847,46.00961538461538,92.54807692307693,1.0,0.0,0.0
1,62.0,13.028846153846155,35.38461538461539,7.5480769230769225,99.08653846153847,47.355769230769226,93.125,1.0,0.0,0.0
1,63.0,13.028846153846155,35.38461538461539,7.5480769230769225,99.08653846153847,48.36538461538461,93.3173076923077,1.0,0.0,0.0
1,64.0,14.182692307692307,35.38461538461539,8.461538461538462,99.08653846153847,49.42307692307693,93.60576923076923,1.0,0.0,0.0
1,65.0,14.182692307692307,35.38461538461539,8.461538461538462,99.08653846153847,51.00961538461538,94.1826923076923,1.0,0.0,0.0
1,66.0,15.144230769230768,35.38461538461539,9.086538461538462,99.08653846153847,52.45192307692308,94.27884615384615,1.0,0.0,0.0
1,67.0,15.144230769230768,35.38461538461539,9.086538461538462,99.08653846153847,54.18269230769231,94.61538461538461,1.0,0.0,0.0
1,68.0,15.144230769230768,35.38461538461539,9.086538461538462,99.08653846153847,56.34615384615385,95.04807692307692,1.0,0.0,0.0
1,69.0,15.144230769230768,35.38461538461539,9.086538461538462,99.08653846153847,58.221153846153854,95.4326923076923,1.0,0.0,0.0
1,70.0,15.144230769230768,40.24038461538461,9.086538461538462,99.90384615384616,60.14423076923077,96.0576923076923,1.0,0.0,0.0
1,71.0,16.298076923076923,40.24038461538461,9.663461538461538,99.90384615384616,62.45192307692308,96.4423076923077,1.0,0.0,0.0
1,72.0,17.884615384615383,45.19230769230769,10.865384615384615,99.95192307692308,64.95192307692308,96.77884615384616,1.0,0.0,0.0
1,73.0,20.48076923076923,45.19230769230769,12.692307692307692,99.95192307692308,68.07692307692308,97.35576923076923,1.0,0.0,0.0
1,74.0,25.528846153846153,45.19230769230769,16.58653846153846,99.95192307692308,71.4423076923077,97.83653846153845,1.0,0.0,0.0
1,75.0,27.932692307692307,45.19230769230769,18.846153846153847,99.95192307692308,73.26923076923076,98.22115384615384,1.0,0.0,0.0
1,76.0,29.326923076923077,45.14423076923077,20.14423076923077,99.95192307692308,74.32692307692308,98.3173076923077,1.0,0.0,0.0
1,77.0,30.91346153846154,45.04807692307693,21.394230769230766,99.95192307692308,75.52884615384615,98.5576923076923,1.0,0.0,0.0
1,78.0,33.55769230769231,45.04807692307693,13.990384615384615,99.95192307692308,52.019230769230774,98.65384615384616,1.0,0.0,0.0
1,79.0,34.855769230769226,44.95192307692308,14.615384615384617,99.95192307692308,53.70192307692307,98.75,1.0,0.0,0.0
