"run","randomSeed","applicationcost","risktox","PestCount","erzeugerpreis","fungizid","septoria_count","behaviour","tox","cropCount","resistance"
1,-1763250304,5.14,1,20,23.34,72.09,600,0,7.5,520,2
3,-1763242187,5.14,1,20,23.34,72.09,600,0,7.5,520,2
5,-1763239831,5.14,1,20,23.34,72.09,600,0,7.5,520,2
7,-1763237770,5.14,1,20,23.34,72.09,600,0,7.5,520,2
9,-1763236424,5.14,1,20,23.34,72.09,600,0,7.5,520,2
11,-1763235043,5.14,1,20,23.34,72.09,600,0,7.5,520,2
13,-1763233799,5.14,1,20,23.34,72.09,600,0,7.5,520,2
15,-1763232079,5.14,1,20,23.34,72.09,600,0,7.5,520,2
17,-1763230607,5.14,1,20,23.34,72.09,600,0,7.5,520,2
19,-1763228839,5.14,1,20,23.34,72.09,600,0,7.5,520,2
2,-1763250268,5.14,1,20,23.34,72.09,600,0,7.5,520,2
4,-1763242057,5.14,1,20,23.34,72.09,600,0,7.5,520,2
6,-1763239793,5.14,1,20,23.34,72.09,600,0,7.5,520,2
8,-1763237750,5.14,1,20,23.34,72.09,600,0,7.5,520,2
10,-1763236336,5.14,1,20,23.34,72.09,600,0,7.5,520,2
12,-1763235236,5.14,1,20,23.34,72.09,600,0,7.5,520,2
14,-1763234035,5.14,1,20,23.34,72.09,600,0,7.5,520,2
16,-1763232617,5.14,1,20,23.34,72.09,600,0,7.5,520,2
18,-1763230825,5.14,1,20,23.34,72.09,600,0,7.5,520,2
20,-1763229067,5.14,1,20,23.34,72.09,600,0,7.5,520,2
