"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,700,2,2080,1,-902069180,5.14,1,1,23.34,72.09,200,2,0,7.5
2,700,2,2080,1,-901977734,5.14,1,1,23.34,72.09,200,2,0,7.5
3,700,2,2080,1,-901896486,5.14,1,1,23.34,72.09,200,2,0,7.5
4,700,2,2080,1,-901815946,5.14,1,1,23.34,72.09,200,2,0,7.5
5,700,2,2080,1,-901736097,5.14,1,1,23.34,72.09,200,2,0,7.5
6,700,2,2080,1,-901656258,5.14,1,1,23.34,72.09,200,2,0,7.5
7,700,2,2080,1,-901578678,5.14,1,1,23.34,72.09,200,2,0,7.5
8,700,2,2080,1,-901498661,5.14,1,1,23.34,72.09,200,2,0,7.5
9,700,2,2080,1,-901417994,5.14,1,1,23.34,72.09,200,2,0,7.5
10,700,2,2080,1,-901339325,5.14,1,1,23.34,72.09,200,2,0,7.5
