"run","randomSeed","applicationcost","risktox","PestCount","erzeugerpreis","fungizid","septoria_count","behaviour","tox","cropCount","resistance"
1,-1786115894,5.14,1,20,23.34,72.09,600,0,7.5,520,3
3,-1786108898,5.14,1,20,23.34,72.09,600,0,7.5,520,3
5,-1786104327,5.14,1,20,23.34,72.09,600,0,7.5,520,3
7,-1786101286,5.14,1,20,23.34,72.09,600,0,7.5,520,3
9,-1786099543,5.14,1,20,23.34,72.09,600,0,7.5,520,3
11,-1786098866,5.14,1,20,23.34,72.09,600,0,7.5,520,3
13,-1786098263,5.14,1,20,23.34,72.09,600,0,7.5,520,3
15,-1786097458,5.14,1,20,23.34,72.09,600,0,7.5,520,3
17,-1786096406,5.14,1,20,23.34,72.09,600,0,7.5,520,3
19,-1786096017,5.14,1,20,23.34,72.09,600,0,7.5,520,3
21,-1786095609,5.14,1,20,23.34,72.09,600,0,7.5,520,3
23,-1786095152,5.14,1,20,23.34,72.09,600,0,7.5,520,3
25,-1786094483,5.14,1,20,23.34,72.09,600,0,7.5,520,3
27,-1786093983,5.14,1,20,23.34,72.09,600,0,7.5,520,3
29,-1786093358,5.14,1,20,23.34,72.09,600,0,7.5,520,3
2,-1786115613,5.14,1,20,23.34,72.09,600,0,7.5,520,3
4,-1786107652,5.14,1,20,23.34,72.09,600,0,7.5,520,3
6,-1786103454,5.14,1,20,23.34,72.09,600,0,7.5,520,3
8,-1786100660,5.14,1,20,23.34,72.09,600,0,7.5,520,3
10,-1786099260,5.14,1,20,23.34,72.09,600,0,7.5,520,3
12,-1786098723,5.14,1,20,23.34,72.09,600,0,7.5,520,3
14,-1786097829,5.14,1,20,23.34,72.09,600,0,7.5,520,3
16,-1786097128,5.14,1,20,23.34,72.09,600,0,7.5,520,3
18,-1786096302,5.14,1,20,23.34,72.09,600,0,7.5,520,3
20,-1786095907,5.14,1,20,23.34,72.09,600,0,7.5,520,3
22,-1786095466,5.14,1,20,23.34,72.09,600,0,7.5,520,3
24,-1786095020,5.14,1,20,23.34,72.09,600,0,7.5,520,3
26,-1786094432,5.14,1,20,23.34,72.09,600,0,7.5,520,3
28,-1786093793,5.14,1,20,23.34,72.09,600,0,7.5,520,3
30,-1786093365,5.14,1,20,23.34,72.09,600,0,7.5,520,3
