"run","tick","IntegralBHGR","IntegralBHGR1","IntegralBHGR2","IntegralBHGRErtrag","IntegralBHGRErtrag1","IntegralBHGRErtrag2","IntegralBHGRsicht","IntegralBHGRsicht1","IntegralBHGRsicht2","IntegralBHST","IntegralBHST1","IntegralBHST2","IntegralBHSTertrag","IntegralBHSTertrag1","IntegralBHSTertrag2","IntegralBHSTsicht","IntegralBHSTsicht1","IntegralBHSTsicht2","GRCount","GRertragCount","GRsichtCount","STCount","STertragCount","STsichtCount","Resistance","Behaviour","Jahr"
1,166.0,131.0,66.0,65.0,0.0,0.0,0.0,37.0,37.0,0.0,10223.0,3859.0,6364.0,6359.0,1916.0,4443.0,8999.0,2709.0,6290.0,1322.0,530.0,808.0,225964.0,62487.0,170922.0,3.0,0.0,17.0
3,166.0,247.0,103.0,144.0,71.0,20.0,51.0,148.0,68.0,80.0,10163.0,3861.0,6302.0,5324.0,1416.0,3908.0,9056.0,2766.0,6290.0,1915.0,777.0,1159.0,225873.0,47225.0,170661.0,3.0,0.0,17.0
5,166.0,200.0,120.0,80.0,55.0,3.0,52.0,149.0,69.0,80.0,10097.0,3860.0,6237.0,5568.0,1517.0,4051.0,8968.0,2743.0,6225.0,1718.0,686.0,1184.0,225353.0,47617.0,170658.0,3.0,0.0,17.0
7,166.0,149.0,84.0,65.0,2.0,2.0,0.0,76.0,61.0,15.0,10161.0,3859.0,6302.0,6444.0,1924.0,4520.0,8988.0,2697.0,6291.0,1554.0,536.0,948.0,222933.0,61755.0,165891.0,3.0,0.0,17.0
9,166.0,251.0,154.0,97.0,20.0,20.0,0.0,135.0,105.0,30.0,10048.0,3811.0,6237.0,6603.0,1916.0,4687.0,8908.0,2683.0,6225.0,2436.0,821.0,1476.0,215035.0,61371.0,162951.0,3.0,0.0,17.0
11,166.0,194.0,115.0,79.0,72.0,20.0,52.0,139.0,74.0,65.0,10184.0,3879.0,6305.0,5470.0,1498.0,3972.0,9077.0,2772.0,6305.0,1986.0,881.0,1348.0,226664.0,48340.0,170838.0,3.0,0.0,17.0
13,166.0,142.0,127.0,15.0,2.0,2.0,0.0,90.0,75.0,15.0,10153.0,3854.0,6299.0,8263.0,2506.0,5757.0,8968.0,2743.0,6225.0,1592.0,593.0,1038.0,219478.0,107135.0,166008.0,3.0,0.0,17.0
15,166.0,15.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,10140.0,3841.0,6299.0,5266.0,1553.0,3713.0,8963.0,2737.0,6226.0,659.0,302.0,405.0,220222.0,46313.0,165273.0,3.0,0.0,17.0
17,166.0,126.0,99.0,27.0,20.0,20.0,0.0,98.0,83.0,15.0,10204.0,3902.0,6302.0,5368.0,1472.0,3896.0,8997.0,2757.0,6240.0,1471.0,381.0,881.0,219799.0,46820.0,166275.0,3.0,0.0,17.0
19,166.0,98.0,83.0,15.0,0.0,0.0,0.0,54.0,52.0,2.0,10298.0,3931.0,6367.0,5588.0,1565.0,4023.0,9093.0,2788.0,6305.0,1243.0,413.0,764.0,225143.0,48921.0,169776.0,3.0,0.0,17.0
21,166.0,169.0,90.0,79.0,56.0,5.0,51.0,121.0,56.0,65.0,10128.0,3826.0,6302.0,8333.0,2497.0,5836.0,8946.0,2706.0,6240.0,1754.0,607.0,1016.0,222090.0,113566.0,167908.0,3.0,0.0,17.0
23,166.0,98.0,83.0,15.0,2.0,2.0,0.0,64.0,63.0,1.0,10277.0,3910.0,6367.0,5491.0,1453.0,4038.0,9105.0,2800.0,6305.0,1443.0,556.0,980.0,220807.0,47672.0,166961.0,3.0,0.0,17.0
25,166.0,115.0,101.0,14.0,0.0,0.0,0.0,56.0,56.0,0.0,10037.0,3803.0,6234.0,5673.0,1557.0,4116.0,8860.0,2699.0,6161.0,1306.0,405.0,815.0,220199.0,52470.0,165653.0,3.0,0.0,17.0
27,166.0,186.0,110.0,76.0,4.0,4.0,0.0,89.0,74.0,15.0,10276.0,3909.0,6367.0,5649.0,1610.0,4039.0,9135.0,2830.0,6305.0,1660.0,627.0,1010.0,233409.0,51391.0,177465.0,3.0,0.0,17.0
29,166.0,149.0,81.0,68.0,0.0,0.0,0.0,68.0,53.0,15.0,10184.0,3879.0,6305.0,8389.0,2539.0,5850.0,9053.0,2748.0,6305.0,1370.0,436.0,747.0,221197.0,114400.0,166268.0,3.0,0.0,17.0
2,166.0,145.0,130.0,15.0,2.0,2.0,0.0,110.0,95.0,15.0,10056.0,3819.0,6237.0,6169.0,1923.0,4246.0,8972.0,2747.0,6225.0,1814.0,689.0,1229.0,212586.0,59548.0,160438.0,3.0,0.0,17.0
4,166.0,179.0,99.0,80.0,3.0,3.0,0.0,84.0,68.0,16.0,10227.0,3863.0,6364.0,5719.0,1552.0,4167.0,9038.0,2748.0,6290.0,1590.0,524.0,963.0,220405.0,51749.0,166253.0,3.0,0.0,17.0
6,166.0,181.0,102.0,79.0,0.0,0.0,0.0,76.0,61.0,15.0,10257.0,3890.0,6367.0,6612.0,1961.0,4651.0,9020.0,2715.0,6305.0,1413.0,363.0,762.0,213385.0,60183.0,161058.0,3.0,0.0,17.0
8,166.0,184.0,116.0,68.0,8.0,8.0,0.0,93.0,78.0,15.0,10108.0,3809.0,6299.0,6494.0,1923.0,4571.0,8921.0,2695.0,6226.0,1788.0,698.0,1169.0,221582.0,60794.0,165803.0,3.0,0.0,17.0
10,166.0,158.0,93.0,65.0,0.0,0.0,0.0,78.0,63.0,15.0,10261.0,3894.0,6367.0,6427.0,1919.0,4508.0,9030.0,2725.0,6305.0,1557.0,493.0,927.0,217607.0,59460.0,165006.0,3.0,0.0,17.0
12,166.0,184.0,108.0,76.0,5.0,5.0,0.0,65.0,50.0,15.0,10208.0,3844.0,6364.0,5369.0,1510.0,3859.0,8979.0,2688.0,6291.0,1490.0,565.0,895.0,218008.0,47001.0,164440.0,3.0,0.0,17.0
14,166.0,259.0,117.0,142.0,88.0,23.0,65.0,150.0,70.0,80.0,10215.0,3854.0,6361.0,5525.0,1552.0,3973.0,8963.0,2736.0,6227.0,2011.0,789.0,1212.0,221264.0,50579.0,166877.0,3.0,0.0,17.0
16,166.0,169.0,93.0,76.0,0.0,0.0,0.0,80.0,65.0,15.0,10082.0,3783.0,6299.0,5436.0,1541.0,3895.0,8842.0,2667.0,6175.0,1376.0,392.0,827.0,207630.0,47926.0,156323.0,3.0,0.0,17.0
18,166.0,185.0,156.0,29.0,5.0,5.0,0.0,99.0,83.0,16.0,10238.0,3874.0,6364.0,6841.0,2008.0,4833.0,9029.0,2739.0,6290.0,1789.0,605.0,1172.0,226071.0,65613.0,170624.0,3.0,0.0,17.0
20,166.0,169.0,90.0,79.0,20.0,20.0,0.0,83.0,68.0,15.0,10084.0,3785.0,6299.0,6387.0,1857.0,4530.0,8857.0,2631.0,6226.0,1875.0,653.0,1094.0,208459.0,58599.0,157136.0,3.0,0.0,17.0
