"run","tick","IntegralBHGR","IntegralBHGR1","IntegralBHGR2","IntegralBHGRErtrag","IntegralBHGRErtrag1","IntegralBHGRErtrag2","IntegralBHGRsicht","IntegralBHGRsicht1","IntegralBHGRsicht2","IntegralBHST","IntegralBHST1","IntegralBHST2","IntegralBHSTertrag","IntegralBHSTertrag1","IntegralBHSTertrag2","IntegralBHSTsicht","IntegralBHSTsicht1","IntegralBHSTsicht2","GRCount","GRertragCount","GRsichtCount","STCount","STertragCount","STsichtCount","Resistance","Behaviour","Jahr"
1,166.0,6135.0,1719.0,4416.0,4085.0,642.0,3443.0,4696.0,1167.0,3529.0,10900.0,4400.0,6500.0,8684.0,2474.0,6210.0,10315.0,3815.0,6500.0,391194.0,110660.0,127864.0,1014826.0,151613.0,679908.0,1.0,0.0,17.0
2,166.0,7916.0,2336.0,5580.0,5393.0,668.0,4725.0,6334.0,1438.0,4896.0,10885.0,4385.0,6500.0,8547.0,2338.0,6209.0,10267.0,3767.0,6500.0,261946.0,118770.0,137536.0,1002365.0,149844.0,672688.0,1.0,0.0,17.0
3,166.0,7585.0,2163.0,5422.0,5278.0,760.0,4518.0,6024.0,1392.0,4632.0,10887.0,4387.0,6500.0,8424.0,2280.0,6144.0,10174.0,3674.0,6500.0,319152.0,119703.0,137512.0,984561.0,145270.0,663585.0,1.0,0.0,17.0
4,166.0,7398.0,2185.0,5213.0,4888.0,682.0,4206.0,5732.0,1383.0,4349.0,10900.0,4400.0,6500.0,8480.0,2339.0,6141.0,10260.0,3760.0,6500.0,366529.0,113167.0,131581.0,1001276.0,145616.0,671660.0,1.0,0.0,17.0
5,166.0,7673.0,2183.0,5490.0,5271.0,722.0,4549.0,6052.0,1399.0,4653.0,10876.0,4376.0,6500.0,8565.0,2397.0,6168.0,10281.0,3781.0,6500.0,313358.0,116365.0,134471.0,1006018.0,146887.0,674084.0,1.0,0.0,17.0
6,166.0,7092.0,2010.0,5082.0,4755.0,656.0,4099.0,5525.0,1300.0,4225.0,10887.0,4387.0,6500.0,8439.0,2295.0,6144.0,10239.0,3739.0,6500.0,364788.0,112354.0,131213.0,985269.0,150290.0,665920.0,1.0,0.0,17.0
7,166.0,7200.0,2102.0,5098.0,4904.0,697.0,4207.0,5688.0,1368.0,4320.0,10900.0,4400.0,6500.0,8403.0,2314.0,6089.0,10218.0,3718.0,6500.0,393398.0,125109.0,144629.0,969291.0,146242.0,654020.0,1.0,0.0,17.0
8,166.0,6752.0,1748.0,5004.0,4379.0,615.0,3764.0,4990.0,1122.0,3868.0,10900.0,4400.0,6500.0,8454.0,2297.0,6157.0,10230.0,3730.0,6500.0,438737.0,121077.0,140360.0,990267.0,146856.0,663784.0,1.0,0.0,17.0
9,166.0,7423.0,2079.0,5344.0,5008.0,701.0,4307.0,5773.0,1338.0,4435.0,10900.0,4400.0,6500.0,8657.0,2449.0,6208.0,10272.0,3772.0,6500.0,305360.0,112224.0,130683.0,1018105.0,155905.0,683845.0,1.0,0.0,17.0
10,166.0,7105.0,2045.0,5060.0,4813.0,684.0,4129.0,5557.0,1329.0,4228.0,10885.0,4385.0,6500.0,8520.0,2378.0,6142.0,10228.0,3728.0,6500.0,440146.0,123042.0,142664.0,1010584.0,149886.0,676878.0,1.0,0.0,17.0
11,166.0,7287.0,2112.0,5175.0,4857.0,689.0,4168.0,5646.0,1350.0,4296.0,10900.0,4400.0,6500.0,8544.0,2401.0,6143.0,10278.0,3778.0,6500.0,428731.0,123937.0,141785.0,987461.0,144578.0,663639.0,1.0,0.0,17.0
12,166.0,7772.0,2404.0,5368.0,5330.0,722.0,4608.0,6358.0,1567.0,4791.0,10900.0,4400.0,6500.0,8651.0,2444.0,6207.0,10331.0,3831.0,6500.0,289194.0,131457.0,153562.0,1009894.0,151562.0,680518.0,1.0,0.0,17.0
13,166.0,7483.0,2202.0,5281.0,5105.0,707.0,4398.0,5916.0,1402.0,4514.0,10900.0,4400.0,6500.0,8667.0,2443.0,6224.0,10312.0,3812.0,6500.0,338209.0,127463.0,146703.0,1006320.0,152337.0,675663.0,1.0,0.0,17.0
14,166.0,7402.0,2187.0,5215.0,4980.0,725.0,4255.0,5823.0,1425.0,4398.0,10900.0,4400.0,6500.0,8543.0,2323.0,6220.0,10199.0,3699.0,6500.0,419594.0,130906.0,151269.0,991144.0,144599.0,663115.0,1.0,0.0,17.0
15,166.0,7176.0,2093.0,5083.0,4862.0,657.0,4205.0,5660.0,1325.0,4335.0,10900.0,4400.0,6500.0,8646.0,2387.0,6259.0,10259.0,3759.0,6500.0,361341.0,113755.0,131567.0,987264.0,151149.0,665379.0,1.0,0.0,17.0
16,166.0,7128.0,1971.0,5157.0,4709.0,671.0,4038.0,5402.0,1262.0,4140.0,10900.0,4400.0,6500.0,8519.0,2347.0,6172.0,10291.0,3791.0,6500.0,381115.0,119649.0,139066.0,989650.0,144067.0,664076.0,1.0,0.0,17.0
17,166.0,7511.0,2105.0,5406.0,5141.0,706.0,4435.0,5908.0,1359.0,4549.0,10900.0,4400.0,6500.0,8492.0,2350.0,6142.0,10276.0,3776.0,6500.0,287832.0,104914.0,122083.0,989144.0,144238.0,660928.0,1.0,0.0,17.0
18,166.0,7042.0,2098.0,4944.0,4743.0,666.0,4077.0,5567.0,1350.0,4217.0,10900.0,4400.0,6500.0,8735.0,2512.0,6223.0,10337.0,3837.0,6500.0,395535.0,111204.0,129638.0,1003841.0,151423.0,678114.0,1.0,0.0,17.0
19,166.0,7207.0,2087.0,5120.0,4752.0,678.0,4074.0,5578.0,1375.0,4203.0,10900.0,4400.0,6500.0,8492.0,2350.0,6142.0,10280.0,3780.0,6500.0,432377.0,120349.0,140112.0,1015640.0,149846.0,684514.0,1.0,0.0,17.0
20,166.0,7616.0,2339.0,5277.0,5177.0,748.0,4429.0,6054.0,1502.0,4552.0,10900.0,4400.0,6500.0,8537.0,2395.0,6142.0,10256.0,3756.0,6500.0,391353.0,119988.0,140167.0,1015221.0,151493.0,682884.0,1.0,0.0,17.0
