"run","Jahr","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","behaviour","location","tox"
1,18,3000,2,2080,1,508850804,5.14,1,1,23.34,72.09,400,2,1,7.5
2,18,3000,2,2080,1,508864345,5.14,1,1,23.34,72.09,400,2,2,7.5
3,18,3000,2,2080,1,508872205,5.14,1,1,23.34,72.09,400,2,1,7.5
4,18,3000,2,2080,1,508882547,5.14,1,1,23.34,72.09,400,2,2,7.5
5,18,3000,2,2080,1,508890489,5.14,1,1,23.34,72.09,400,2,1,7.5
6,18,3000,2,2080,1,508898620,5.14,1,1,23.34,72.09,400,2,2,7.5
7,18,3000,2,2080,1,508905631,5.14,1,1,23.34,72.09,400,2,1,7.5
8,18,3000,2,2080,1,508916627,5.14,1,1,23.34,72.09,400,2,2,7.5
9,18,3000,2,2080,1,508923824,5.14,1,1,23.34,72.09,400,2,1,7.5
10,18,3000,2,2080,1,508934153,5.14,1,1,23.34,72.09,400,2,2,7.5
11,18,3000,2,2080,1,508941689,5.14,1,1,23.34,72.09,400,2,1,7.5
12,18,3000,2,2080,1,508949794,5.14,1,1,23.34,72.09,400,2,2,7.5
13,18,3000,2,2080,1,508957402,5.14,1,1,23.34,72.09,400,2,1,7.5
14,18,3000,2,2080,1,508967292,5.14,1,1,23.34,72.09,400,2,2,7.5
15,18,3000,2,2080,1,508974407,5.14,1,1,23.34,72.09,400,2,1,7.5
16,18,3000,2,2080,1,508984054,5.14,1,1,23.34,72.09,400,2,2,7.5
17,18,3000,2,2080,1,508990604,5.14,1,1,23.34,72.09,400,2,1,7.5
18,18,3000,2,2080,1,509001271,5.14,1,1,23.34,72.09,400,2,2,7.5
19,18,3000,2,2080,1,509008218,5.14,1,1,23.34,72.09,400,2,1,7.5
20,18,3000,2,2080,1,509018891,5.14,1,1,23.34,72.09,400,2,2,7.5
