"run","tick","BefallGR","BefallGRsicht","BefallGRertrag"
1,1.0,3.1067961165048543,0.0,0.0
1,2.0,3.4951456310679614,0.0,0.0
1,3.0,3.6893203883495143,0.0,0.0
1,4.0,3.6893203883495143,0.0,0.0
1,5.0,3.8834951456310676,0.0,0.0
1,6.0,3.8834951456310676,0.0,0.0
1,7.0,3.8834951456310676,0.0,0.0
1,8.0,3.8834951456310676,0.0,0.0
1,9.0,3.8834951456310676,0.0,0.0
1,10.0,3.8834951456310676,0.0,0.0
1,11.0,3.8834951456310676,0.0,0.0
1,12.0,3.8834951456310676,0.0,0.0
1,13.0,3.8834951456310676,0.0,0.0
1,14.0,3.8834951456310676,0.0,0.0
1,15.0,3.8834951456310676,0.0,0.0
1,16.0,3.8834951456310676,0.0,0.0
1,17.0,3.8834951456310676,0.0,0.0
1,18.0,3.8834951456310676,0.0,0.0
1,19.0,3.8834951456310676,0.0,0.0
1,20.0,3.8834951456310676,0.0,0.0
1,21.0,3.8834951456310676,0.0,0.0
1,22.0,3.8834951456310676,0.0,0.0
1,23.0,3.8834951456310676,0.0,0.0
1,24.0,3.8834951456310676,0.0,0.0
1,25.0,3.8834951456310676,1.1650485436893203,1.1650485436893203
1,26.0,3.8834951456310676,2.1359223300970873,2.1359223300970873
1,27.0,3.8834951456310676,2.3300970873786406,2.3300970873786406
1,28.0,5.631067961165048,2.524271844660194,2.524271844660194
1,29.0,5.825242718446602,2.524271844660194,2.524271844660194
1,30.0,8.932038834951456,3.300970873786408,3.300970873786408
1,31.0,9.514563106796116,3.300970873786408,3.300970873786408
1,32.0,9.70873786407767,3.300970873786408,3.300970873786408
1,33.0,9.902912621359224,3.300970873786408,3.300970873786408
1,34.0,9.902912621359224,3.300970873786408,3.300970873786408
1,35.0,9.902912621359224,3.300970873786408,3.300970873786408
1,36.0,17.66990291262136,3.300970873786408,3.300970873786408
1,37.0,18.83495145631068,3.300970873786408,3.300970873786408
1,38.0,19.02912621359223,3.300970873786408,3.300970873786408
1,39.0,26.601941747572816,3.300970873786408,3.300970873786408
