"run","tick","SchadenprozGRsicht","SchaedenprozGR","SchaedenprozGRE","SchaedenprozST","SchaedenprozSTE","SchaedenprzSTsicht","Resistance","Behaviour"
1,1.0,0.0,3.057692307692308,0.0,76.15384615384615,76.15384615384615,76.15384615384615,1.0,0.0
1,2.0,0.0,3.057692307692308,0.0,76.15384615384615,76.15384615384615,76.15384615384615,1.0,0.0
1,3.0,0.0,3.057692307692308,0.0,76.15384615384615,76.15384615384615,76.15384615384615,1.0,0.0
1,4.0,0.0,3.057692307692308,0.0,76.15384615384615,76.15384615384615,76.15384615384615,1.0,0.0
1,5.0,0.0,3.057692307692308,0.0,76.15384615384615,76.15384615384615,76.15384615384615,1.0,0.0
1,6.0,0.0,3.057692307692308,0.0,76.15384615384615,76.15384615384615,76.15384615384615,1.0,0.0
1,7.0,0.0,3.057692307692308,0.0,76.15384615384615,76.15384615384615,76.15384615384615,1.0,0.0
1,8.0,0.0,3.057692307692308,0.0,76.15384615384615,76.15384615384615,76.15384615384615,1.0,0.0
1,9.0,0.0,3.057692307692308,0.0,76.15384615384615,76.15384615384615,76.15384615384615,1.0,0.0
1,10.0,0.0,3.057692307692308,0.0,76.15384615384615,76.15384615384615,76.15384615384615,1.0,0.0
1,11.0,0.0,3.057692307692308,0.0,76.15384615384615,76.15384615384615,76.15384615384615,1.0,0.0
1,12.0,0.0,3.057692307692308,0.0,76.15384615384615,76.15384615384615,76.15384615384615,1.0,0.0
1,13.0,0.0,3.057692307692308,0.0,76.15384615384615,76.15384615384615,76.15384615384615,1.0,0.0
1,14.0,0.0,3.057692307692308,0.0,76.15384615384615,76.15384615384615,76.15384615384615,1.0,0.0
1,15.0,0.0,3.057692307692308,0.0,76.15384615384615,76.15384615384615,76.15384615384615,1.0,0.0
1,16.0,0.0,3.057692307692308,0.0,76.15384615384615,76.15384615384615,76.15384615384615,1.0,0.0
1,17.0,0.0,3.057692307692308,0.0,76.15384615384615,76.15384615384615,76.15384615384615,1.0,0.0
1,18.0,0.0,3.057692307692308,0.0,76.15384615384615,76.15384615384615,76.15384615384615,1.0,0.0
1,19.0,0.0,3.057692307692308,0.0,76.15384615384615,76.15384615384615,76.15384615384615,1.0,0.0
1,20.0,0.0,3.057692307692308,0.0,76.15384615384615,76.15384615384615,76.15384615384615,1.0,0.0
1,21.0,0.0,3.057692307692308,0.0,76.15384615384615,76.15384615384615,76.15384615384615,1.0,0.0
1,22.0,0.0,3.057692307692308,0.0,76.15384615384615,76.15384615384615,76.15384615384615,1.0,0.0
1,23.0,0.0,3.057692307692308,0.0,76.15384615384615,76.15384615384615,76.15384615384615,1.0,0.0
1,24.0,0.0,3.057692307692308,0.0,76.15384615384615,76.15384615384615,76.15384615384615,1.0,0.0
1,25.0,0.6346153846153846,3.057692307692308,0.6346153846153846,76.15384615384615,76.15384615384615,76.15384615384615,1.0,0.0
1,26.0,1.5192307692307692,3.057692307692308,1.5192307692307692,76.15384615384615,76.15384615384615,76.15384615384615,1.0,0.0
1,27.0,1.5192307692307692,3.057692307692308,1.5192307692307692,80.5576923076923,76.15384615384615,76.15384615384615,1.0,0.0
1,28.0,2.442307692307692,4.711538461538462,2.442307692307692,80.5576923076923,76.15384615384615,76.15384615384615,1.0,0.0
1,29.0,2.442307692307692,4.711538461538462,2.442307692307692,80.5576923076923,76.15384615384615,76.15384615384615,1.0,0.0
1,30.0,3.057692307692308,7.076923076923077,3.057692307692308,80.5576923076923,76.15384615384615,76.15384615384615,1.0,0.0
1,31.0,3.057692307692308,7.076923076923077,3.057692307692308,80.5576923076923,76.15384615384615,76.15384615384615,1.0,0.0
1,32.0,3.057692307692308,7.076923076923077,3.057692307692308,80.5576923076923,76.15384615384615,76.15384615384615,1.0,0.0
1,33.0,3.057692307692308,7.076923076923077,3.057692307692308,80.5576923076923,76.15384615384615,76.15384615384615,1.0,0.0
1,34.0,3.057692307692308,7.076923076923077,3.057692307692308,80.5576923076923,76.15384615384615,76.15384615384615,1.0,0.0
1,35.0,3.057692307692308,7.076923076923077,3.057692307692308,80.5576923076923,76.15384615384615,76.15384615384615,1.0,0.0
1,36.0,3.057692307692308,11.192307692307692,3.057692307692308,80.5576923076923,76.15384615384615,76.15384615384615,1.0,0.0
1,37.0,3.057692307692308,11.192307692307692,3.057692307692308,80.5576923076923,76.15384615384615,76.15384615384615,1.0,0.0
1,38.0,3.057692307692308,11.192307692307692,3.057692307692308,80.5576923076923,76.15384615384615,76.15384615384615,1.0,0.0
1,39.0,3.057692307692308,13.403846153846155,3.057692307692308,80.5576923076923,76.15384615384615,76.15384615384615,1.0,0.0
1,40.0,3.057692307692308,13.403846153846155,3.057692307692308,80.5576923076923,76.15384615384615,76.15384615384615,1.0,0.0
1,41.0,3.057692307692308,13.403846153846155,3.057692307692308,80.5576923076923,76.15384615384615,76.15384615384615,1.0,0.0
1,42.0,3.057692307692308,13.403846153846155,3.057692307692308,80.5576923076923,76.23076923076924,76.23076923076924,1.0,0.0
1,43.0,3.057692307692308,13.403846153846155,3.057692307692308,80.5576923076923,76.26923076923077,76.26923076923077,1.0,0.0
1,44.0,3.057692307692308,13.403846153846155,3.057692307692308,80.5576923076923,76.46153846153845,76.46153846153845,1.0,0.0
1,45.0,3.4423076923076925,13.403846153846155,3.4423076923076925,80.5576923076923,76.65384615384615,76.65384615384615,1.0,0.0
1,46.0,4.538461538461538,13.403846153846155,4.538461538461538,99.98076923076923,77.09615384615385,77.09615384615385,1.0,0.0
1,47.0,5.6923076923076925,13.403846153846155,5.6923076923076925,99.98076923076923,77.57692307692308,77.57692307692308,1.0,0.0
1,48.0,5.6923076923076925,13.403846153846155,5.6923076923076925,99.98076923076923,78.0,78.0,1.0,0.0
1,49.0,6.615384615384616,17.615384615384617,6.615384615384616,99.98076923076923,78.3076923076923,78.3076923076923,1.0,0.0
1,50.0,6.615384615384616,21.326923076923077,6.615384615384616,99.98076923076923,78.48076923076923,78.48076923076923,1.0,0.0
1,51.0,7.076923076923077,21.326923076923077,7.076923076923077,99.98076923076923,78.75,78.75,1.0,0.0
1,52.0,7.076923076923077,21.326923076923077,7.076923076923077,99.98076923076923,78.9423076923077,78.9423076923077,1.0,0.0
1,53.0,7.076923076923077,24.865384615384613,7.076923076923077,99.98076923076923,79.03846153846153,79.03846153846153,1.0,0.0
