"run","tick","IntegralBHGR","IntegralBHGR1","IntegralBHGR2","IntegralBHGRErtrag","IntegralBHGRErtrag1","IntegralBHGRErtrag2","IntegralBHGRsicht","IntegralBHGRsicht1","IntegralBHGRsicht2","IntegralBHST","IntegralBHST1","IntegralBHST2","IntegralBHSTertrag","IntegralBHSTertrag1","IntegralBHSTertrag2","IntegralBHSTsicht","IntegralBHSTsicht1","IntegralBHSTsicht2","GRCount","GRertragCount","GRsichtCount","STCount","STertragCount","STsichtCount","Resistance","Behaviour","Jahr","GRsichtCount2","GRCount1","GRCount2","GRertragCount1","GRertragCount2","GRsichtCount1"
1,166.0,3465.0,1282.0,2183.0,1257.0,304.0,953.0,1939.0,915.0,1024.0,5550.0,1342.0,4208.0,1102.0,52.0,1050.0,3827.0,977.0,2850.0,104003.0,31025.0,49519.0,192607.0,26657.0,109397.0,3.0,0.0,16.0,25351.0,36955.0,67048.0,7373.0,23652.0,24168.0
2,166.0,854.0,854.0,0.0,241.0,241.0,0.0,550.0,550.0,0.0,690.0,690.0,0.0,31.0,31.0,0.0,349.0,349.0,0.0,23762.0,5942.0,14058.0,17825.0,760.0,8328.0,3.0,2.0,16.0,0.0,23762.0,0.0,5942.0,0.0,14058.0
3,166.0,663.0,663.0,0.0,126.0,126.0,0.0,428.0,428.0,0.0,910.0,910.0,0.0,45.0,45.0,0.0,543.0,543.0,0.0,17202.0,3101.0,10334.0,22610.0,1114.0,13189.0,3.0,3.0,16.0,0.0,17202.0,0.0,3101.0,0.0,10334.0
4,166.0,3485.0,1290.0,2195.0,1262.0,305.0,957.0,1925.0,900.0,1025.0,5530.0,1384.0,4146.0,947.0,47.0,900.0,3818.0,1003.0,2815.0,101838.0,31767.0,49318.0,188289.0,23194.0,106709.0,3.0,0.0,16.0,26062.0,35875.0,65963.0,7359.0,24408.0,23256.0
5,166.0,3627.0,1278.0,2349.0,1333.0,324.0,1009.0,1988.0,905.0,1083.0,5312.0,1296.0,4016.0,947.0,47.0,900.0,3635.0,950.0,2685.0,110537.0,33178.0,51151.0,184036.0,23360.0,104996.0,3.0,2.0,16.0,27381.0,37056.0,73481.0,7696.0,25482.0,23770.0
6,166.0,694.0,694.0,0.0,130.0,130.0,0.0,439.0,439.0,0.0,831.0,831.0,0.0,48.0,48.0,0.0,486.0,486.0,0.0,18062.0,3077.0,10675.0,21240.0,1130.0,12063.0,3.0,3.0,16.0,0.0,18062.0,0.0,3077.0,0.0,10675.0
7,166.0,3058.0,1176.0,1882.0,1105.0,270.0,835.0,1717.0,809.0,908.0,5580.0,1384.0,4196.0,994.0,44.0,950.0,3818.0,1003.0,2815.0,89584.0,27838.0,44252.0,187842.0,25059.0,107104.0,3.0,0.0,16.0,22658.0,33358.0,56226.0,6824.0,21014.0,21594.0
8,166.0,854.0,854.0,0.0,257.0,257.0,0.0,554.0,554.0,0.0,713.0,713.0,0.0,30.0,30.0,0.0,351.0,351.0,0.0,23538.0,6091.0,14117.0,17710.0,768.0,8303.0,3.0,2.0,16.0,0.0,23538.0,0.0,6091.0,0.0,14117.0
9,166.0,1008.0,772.0,236.0,301.0,127.0,174.0,665.0,470.0,195.0,1068.0,1026.0,42.0,48.0,48.0,0.0,651.0,630.0,21.0,25825.0,7988.0,16583.0,26247.0,1133.0,15373.0,3.0,3.0,16.0,5174.0,19717.0,6108.0,3153.0,4835.0,11409.0
10,166.0,3293.0,1272.0,2021.0,1197.0,300.0,897.0,1870.0,907.0,963.0,5414.0,1296.0,4118.0,946.0,46.0,900.0,3637.0,952.0,2685.0,98262.0,29879.0,48123.0,180861.0,22433.0,101604.0,3.0,0.0,16.0,24277.0,36703.0,61559.0,7242.0,22637.0,23846.0
11,166.0,3060.0,1176.0,1884.0,1096.0,263.0,833.0,1732.0,832.0,900.0,5315.0,1340.0,3975.0,1000.0,50.0,950.0,3726.0,976.0,2750.0,90145.0,27155.0,44130.0,185885.0,24530.0,107194.0,3.0,2.0,16.0,22215.0,33632.0,56513.0,6538.0,20617.0,21915.0
12,166.0,690.0,690.0,0.0,134.0,134.0,0.0,433.0,433.0,0.0,909.0,909.0,0.0,46.0,46.0,0.0,526.0,526.0,0.0,18260.0,3261.0,10874.0,22527.0,1118.0,12709.0,3.0,3.0,16.0,0.0,18260.0,0.0,3261.0,0.0,10874.0
13,166.0,3365.0,1247.0,2118.0,1254.0,307.0,947.0,1886.0,872.0,1014.0,5665.0,1430.0,4235.0,1096.0,46.0,1050.0,3956.0,1026.0,2930.0,99405.0,30776.0,47629.0,199011.0,26069.0,112968.0,3.0,0.0,16.0,25195.0,34618.0,64787.0,7329.0,23447.0,22434.0
14,166.0,889.0,889.0,0.0,265.0,265.0,0.0,567.0,567.0,0.0,690.0,690.0,0.0,34.0,34.0,0.0,350.0,350.0,0.0,24557.0,6280.0,14162.0,18653.0,850.0,8515.0,3.0,2.0,16.0,0.0,24557.0,0.0,6280.0,0.0,14162.0
15,166.0,692.0,692.0,0.0,125.0,125.0,0.0,436.0,436.0,0.0,909.0,909.0,0.0,45.0,45.0,0.0,525.0,525.0,0.0,17969.0,3073.0,10668.0,22449.0,1096.0,12656.0,3.0,3.0,16.0,0.0,17969.0,0.0,3073.0,0.0,10668.0
16,166.0,3480.0,1249.0,2231.0,1264.0,269.0,995.0,1919.0,860.0,1059.0,5434.0,1341.0,4093.0,999.0,49.0,950.0,3781.0,981.0,2800.0,102037.0,31236.0,48507.0,183700.0,24768.0,105938.0,3.0,0.0,16.0,26082.0,35252.0,66785.0,6700.0,24536.0,22425.0
17,166.0,742.0,742.0,0.0,251.0,251.0,0.0,498.0,498.0,0.0,690.0,690.0,0.0,34.0,34.0,0.0,346.0,346.0,0.0,22371.0,6133.0,13627.0,18584.0,818.0,8478.0,3.0,2.0,16.0,0.0,22371.0,0.0,6133.0,0.0,13627.0
18,166.0,1146.0,791.0,355.0,365.0,131.0,234.0,739.0,495.0,244.0,991.0,991.0,0.0,48.0,48.0,0.0,607.0,607.0,0.0,29477.0,9169.0,18367.0,25755.0,1139.0,15225.0,3.0,3.0,16.0,6188.0,20847.0,8630.0,3248.0,5921.0,12179.0
19,166.0,3170.0,1176.0,1994.0,1133.0,287.0,846.0,1728.0,819.0,909.0,5352.0,1339.0,4013.0,996.0,46.0,950.0,3679.0,979.0,2700.0,93594.0,27957.0,44262.0,187117.0,24864.0,106792.0,3.0,0.0,16.0,22588.0,33324.0,60270.0,6899.0,21058.0,21674.0
20,166.0,3154.0,1216.0,1938.0,1161.0,266.0,895.0,1819.0,863.0,956.0,5486.0,1341.0,4145.0,1096.0,46.0,1050.0,3776.0,976.0,2800.0,95885.0,29057.0,46168.0,192454.0,25857.0,108221.0,3.0,2.0,16.0,23800.0,34806.0,61079.0,6721.0,22336.0,22368.0
