"run","tick","IntegralBHGR","IntegralBHGR1","IntegralBHGR2","IntegralBHGRErtrag","IntegralBHGRErtrag1","IntegralBHGRErtrag2","IntegralBHGRsicht","IntegralBHGRsicht1","IntegralBHGRsicht2","IntegralBHST","IntegralBHST1","IntegralBHST2","IntegralBHSTertrag","IntegralBHSTertrag1","IntegralBHSTertrag2","IntegralBHSTsicht","IntegralBHSTsicht1","IntegralBHSTsicht2","GRCount","GRertragCount","GRsichtCount","STCount","STertragCount","STsichtCount","Resistance","Behaviour","Jahr"
1,166.0,7082.0,2079.0,5003.0,4703.0,699.0,4004.0,5461.0,1332.0,4129.0,10876.0,4376.0,6500.0,8324.0,2279.0,6045.0,10207.0,3707.0,6500.0,426088.0,120187.0,138799.0,995362.0,113347.0,621798.0,1.0,0.0,17.0
3,166.0,7326.0,2107.0,5219.0,5058.0,673.0,4385.0,5827.0,1339.0,4488.0,10887.0,4387.0,6500.0,8199.0,2349.0,5850.0,10289.0,3789.0,6500.0,341941.0,128674.0,148639.0,988098.0,113899.0,619713.0,1.0,0.0,17.0
5,166.0,7086.0,2079.0,5007.0,4760.0,708.0,4052.0,5531.0,1350.0,4181.0,10887.0,4387.0,6500.0,8132.0,2282.0,5850.0,10198.0,3698.0,6500.0,430378.0,117461.0,136254.0,978905.0,113888.0,610814.0,1.0,0.0,17.0
7,166.0,7815.0,2348.0,5467.0,5492.0,807.0,4685.0,6346.0,1535.0,4811.0,10885.0,4385.0,6500.0,8152.0,2237.0,5915.0,10242.0,3742.0,6500.0,385631.0,142109.0,164835.0,1005992.0,114759.0,628718.0,1.0,0.0,17.0
9,166.0,7389.0,2181.0,5208.0,4966.0,683.0,4283.0,5751.0,1367.0,4384.0,10887.0,4387.0,6500.0,8042.0,2257.0,5785.0,10264.0,3764.0,6500.0,380344.0,119217.0,137492.0,979700.0,109768.0,615526.0,1.0,0.0,17.0
11,166.0,7421.0,2137.0,5284.0,5064.0,677.0,4387.0,5876.0,1362.0,4514.0,10900.0,4400.0,6500.0,8115.0,2265.0,5850.0,10211.0,3711.0,6500.0,334819.0,127930.0,147756.0,1004018.0,115398.0,625862.0,1.0,0.0,17.0
13,166.0,7042.0,1896.0,5146.0,4764.0,642.0,4122.0,5433.0,1209.0,4224.0,10900.0,4400.0,6500.0,8217.0,2367.0,5850.0,10336.0,3836.0,6500.0,381939.0,118166.0,136803.0,1005160.0,115149.0,628728.0,1.0,0.0,17.0
15,166.0,7218.0,2073.0,5145.0,4992.0,706.0,4286.0,5733.0,1347.0,4386.0,10900.0,4400.0,6500.0,8203.0,2353.0,5850.0,10239.0,3739.0,6500.0,387942.0,122898.0,141840.0,994830.0,114258.0,623283.0,1.0,0.0,17.0
17,166.0,7383.0,2139.0,5244.0,5152.0,714.0,4438.0,5929.0,1377.0,4552.0,10876.0,4376.0,6500.0,8138.0,2353.0,5785.0,10291.0,3791.0,6500.0,331272.0,125474.0,144605.0,988282.0,114004.0,622342.0,1.0,0.0,17.0
19,166.0,7701.0,2211.0,5490.0,5292.0,708.0,4584.0,6061.0,1379.0,4682.0,10900.0,4400.0,6500.0,8175.0,2325.0,5850.0,10284.0,3784.0,6500.0,303509.0,114063.0,132135.0,1010085.0,115392.0,634458.0,1.0,0.0,17.0
2,166.0,7060.0,1979.0,5081.0,4718.0,641.0,4077.0,5484.0,1279.0,4205.0,10900.0,4400.0,6500.0,8189.0,2274.0,5915.0,10279.0,3779.0,6500.0,350619.0,110023.0,127470.0,994043.0,111935.0,622255.0,1.0,0.0,17.0
4,166.0,7900.0,2374.0,5526.0,5393.0,745.0,4648.0,6318.0,1516.0,4802.0,10900.0,4400.0,6500.0,8258.0,2278.0,5980.0,10240.0,3740.0,6500.0,353001.0,131017.0,152343.0,989139.0,116574.0,620189.0,1.0,0.0,17.0
6,166.0,6877.0,2004.0,4873.0,4560.0,704.0,3856.0,5339.0,1340.0,3999.0,10900.0,4400.0,6500.0,8132.0,2282.0,5850.0,10301.0,3801.0,6500.0,464454.0,129280.0,149620.0,993232.0,114052.0,625426.0,1.0,0.0,17.0
8,166.0,7590.0,2219.0,5371.0,5271.0,668.0,4603.0,6114.0,1395.0,4719.0,10900.0,4400.0,6500.0,8036.0,2251.0,5785.0,10222.0,3722.0,6500.0,243545.0,110834.0,128789.0,998584.0,109697.0,624202.0,1.0,0.0,17.0
10,166.0,7117.0,2124.0,4993.0,4832.0,640.0,4192.0,5668.0,1351.0,4317.0,10887.0,4387.0,6500.0,8177.0,2327.0,5850.0,10280.0,3780.0,6500.0,353945.0,97257.0,112836.0,1000394.0,116417.0,629153.0,1.0,0.0,17.0
12,166.0,7658.0,2313.0,5345.0,5422.0,738.0,4684.0,6270.0,1446.0,4824.0,10900.0,4400.0,6500.0,8112.0,2262.0,5850.0,10244.0,3744.0,6500.0,258968.0,118480.0,137193.0,994934.0,110147.0,621625.0,1.0,0.0,17.0
14,166.0,7504.0,2160.0,5344.0,5147.0,683.0,4464.0,5978.0,1373.0,4605.0,10885.0,4385.0,6500.0,8134.0,2219.0,5915.0,10212.0,3712.0,6500.0,319685.0,121592.0,140028.0,972649.0,113568.0,611042.0,1.0,0.0,17.0
16,166.0,6501.0,1760.0,4741.0,4356.0,618.0,3738.0,4974.0,1164.0,3810.0,10900.0,4400.0,6500.0,8040.0,2320.0,5720.0,10305.0,3805.0,6500.0,498335.0,139461.0,160471.0,997496.0,114221.0,625382.0,1.0,0.0,17.0
18,166.0,7441.0,2223.0,5218.0,5184.0,717.0,4467.0,6001.0,1421.0,4580.0,10900.0,4400.0,6500.0,8076.0,2291.0,5785.0,10258.0,3758.0,6500.0,377069.0,119236.0,138144.0,1011136.0,113918.0,633193.0,1.0,0.0,17.0
20,166.0,7951.0,2468.0,5483.0,5606.0,779.0,4827.0,6546.0,1553.0,4993.0,10900.0,4400.0,6500.0,8224.0,2309.0,5915.0,10306.0,3806.0,6500.0,287069.0,132444.0,152695.0,991068.0,112671.0,621049.0,1.0,0.0,17.0
