"run","randomSeed","applicationcost","risktox","PestCount","erzeugerpreis","fungizid","septoria_count","behaviour","tox","cropCount","resistance"
1,-1785403931,5.14,1,20,23.34,72.09,600,0,7.5,520,3
3,-1785399251,5.14,1,20,23.34,72.09,600,0,7.5,520,3
5,-1785396279,5.14,1,20,23.34,72.09,600,0,7.5,520,3
7,-1785392904,5.14,1,20,23.34,72.09,600,0,7.5,520,3
9,-1785390127,5.14,1,20,23.34,72.09,600,0,7.5,520,3
11,-1785389187,5.14,1,20,23.34,72.09,600,0,7.5,520,3
13,-1785388102,5.14,1,20,23.34,72.09,600,0,7.5,520,3
15,-1785387312,5.14,1,20,23.34,72.09,600,0,7.5,520,3
17,-1785386040,5.14,1,20,23.34,72.09,600,0,7.5,520,3
19,-1785385301,5.14,1,20,23.34,72.09,600,0,7.5,520,3
21,-1785384579,5.14,1,20,23.34,72.09,600,0,7.5,520,3
23,-1785384251,5.14,1,20,23.34,72.09,600,0,7.5,520,3
25,-1785383842,5.14,1,20,23.34,72.09,600,0,7.5,520,3
27,-1785383561,5.14,1,20,23.34,72.09,600,0,7.5,520,3
29,-1785383316,5.14,1,20,23.34,72.09,600,0,7.5,520,3
2,-1785403725,5.14,1,20,23.34,72.09,600,0,7.5,520,3
4,-1785397513,5.14,1,20,23.34,72.09,600,0,7.5,520,3
6,-1785393012,5.14,1,20,23.34,72.09,600,0,7.5,520,3
8,-1785389898,5.14,1,20,23.34,72.09,600,0,7.5,520,3
10,-1785388735,5.14,1,20,23.34,72.09,600,0,7.5,520,3
12,-1785388010,5.14,1,20,23.34,72.09,600,0,7.5,520,3
14,-1785387116,5.14,1,20,23.34,72.09,600,0,7.5,520,3
16,-1785385834,5.14,1,20,23.34,72.09,600,0,7.5,520,3
18,-1785385160,5.14,1,20,23.34,72.09,600,0,7.5,520,3
20,-1785384556,5.14,1,20,23.34,72.09,600,0,7.5,520,3
22,-1785384191,5.14,1,20,23.34,72.09,600,0,7.5,520,3
24,-1785383846,5.14,1,20,23.34,72.09,600,0,7.5,520,3
26,-1785383414,5.14,1,20,23.34,72.09,600,0,7.5,520,3
28,-1785383012,5.14,1,20,23.34,72.09,600,0,7.5,520,3
30,-1785382794,5.14,1,20,23.34,72.09,600,0,7.5,520,3
