"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,200,2,5200,1,1269315387,5.14,1,1,23.34,72.09,7500,1,0,7.5
3,200,2,5200,1,1269423539,5.14,1,1,23.34,72.09,7500,1,0,7.5
5,200,2,5200,1,1269538850,5.14,1,1,23.34,72.09,7500,1,0,7.5
7,200,2,5200,1,1269639847,5.14,1,1,23.34,72.09,7500,1,0,7.5
9,200,2,5200,1,1269728330,5.14,1,1,23.34,72.09,7500,1,0,7.5
2,200,2,5200,1,1269314810,5.14,1,1,23.34,72.09,7500,1,0,7.5
4,200,2,5200,1,1269436582,5.14,1,1,23.34,72.09,7500,1,0,7.5
6,200,2,5200,1,1269530822,5.14,1,1,23.34,72.09,7500,1,0,7.5
8,200,2,5200,1,1269625241,5.14,1,1,23.34,72.09,7500,1,0,7.5
10,200,2,5200,1,1269703401,5.14,1,1,23.34,72.09,7500,1,0,7.5
