"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,200,2,5200,2,1444310321,5.14,1,1,23.34,72.09,7500,1,0,7.5
3,200,2,5200,2,1444333055,5.14,1,1,23.34,72.09,7500,1,0,7.5
5,200,2,5200,2,1444348724,5.14,1,1,23.34,72.09,7500,1,0,7.5
7,200,2,5200,2,1444364510,5.14,1,1,23.34,72.09,7500,1,0,7.5
9,200,2,5200,2,1444378801,5.14,1,1,23.34,72.09,7500,1,0,7.5
2,200,2,5200,2,1444310328,5.14,1,1,23.34,72.09,7500,1,0,7.5
4,200,2,5200,2,1444334638,5.14,1,1,23.34,72.09,7500,1,0,7.5
6,200,2,5200,2,1444351595,5.14,1,1,23.34,72.09,7500,1,0,7.5
8,200,2,5200,2,1444367112,5.14,1,1,23.34,72.09,7500,1,0,7.5
10,200,2,5200,2,1444382164,5.14,1,1,23.34,72.09,7500,1,0,7.5
