"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,80,2,2080,3,245821563,5.14,1,1,23.34,72.09,2200,1,2,7.5
2,80,2,2080,3,245833389,5.14,1,1,23.34,72.09,2200,1,2,7.5
3,80,2,2080,3,245839831,5.14,1,1,23.34,72.09,2200,1,2,7.5
4,80,2,2080,3,245844974,5.14,1,1,23.34,72.09,2200,1,2,7.5
5,80,2,2080,3,245849877,5.14,1,1,23.34,72.09,2200,1,2,7.5
6,80,2,2080,3,245854388,5.14,1,1,23.34,72.09,2200,1,2,7.5
7,80,2,2080,3,245859167,5.14,1,1,23.34,72.09,2200,1,2,7.5
8,80,2,2080,3,245862528,5.14,1,1,23.34,72.09,2200,1,2,7.5
9,80,2,2080,3,245867236,5.14,1,1,23.34,72.09,2200,1,2,7.5
10,80,2,2080,3,245870917,5.14,1,1,23.34,72.09,2200,1,2,7.5
