"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,3000,2,2080,3,-1502580663,5.14,1,1,23.34,72.09,200,1,0,7.5
3,3000,2,2080,3,-1502568030,5.14,1,1,23.34,72.09,200,1,0,7.5
5,3000,2,2080,3,-1502565762,5.14,1,1,23.34,72.09,200,1,0,7.5
7,3000,2,2080,3,-1502560137,5.14,1,1,23.34,72.09,200,1,0,7.5
9,3000,2,2080,3,-1502556440,5.14,1,1,23.34,72.09,200,1,0,7.5
2,3000,2,2080,3,-1502581999,5.14,1,1,23.34,72.09,200,1,0,7.5
4,3000,2,2080,3,-1502566656,5.14,1,1,23.34,72.09,200,1,0,7.5
6,3000,2,2080,3,-1502561561,5.14,1,1,23.34,72.09,200,1,0,7.5
8,3000,2,2080,3,-1502557054,5.14,1,1,23.34,72.09,200,1,0,7.5
10,3000,2,2080,3,-1502555094,5.14,1,1,23.34,72.09,200,1,0,7.5
