"run","tick","IntegralBHGR","IntegralBHGR1","IntegralBHGR2","IntegralBHGRErtrag","IntegralBHGRErtrag1","IntegralBHGRErtrag2","IntegralBHGRsicht","IntegralBHGRsicht1","IntegralBHGRsicht2","IntegralBHST","IntegralBHST1","IntegralBHST2","IntegralBHSTertrag","IntegralBHSTertrag1","IntegralBHSTertrag2","IntegralBHSTsicht","IntegralBHSTsicht1","IntegralBHSTsicht2","GRCount","GRertragCount","GRsichtCount","STCount","STertragCount","STsichtCount","Resistance","Behaviour","Jahr","GRsichtCount2","GRCount1","GRCount2","GRertragCount1","GRertragCount2","GRsichtCount1"
1,166.0,459.0,231.0,228.0,157.0,40.0,117.0,322.0,162.0,160.0,10692.0,4260.0,6432.0,4686.0,1501.0,3185.0,9792.0,3422.0,6370.0,2929.0,1106.0,1931.0,307975.0,34803.0,224634.0,2.0,0.0,17.0,949.0,1427.0,1502.0,354.0,752.0,982.0
2,166.0,178.0,145.0,33.0,20.0,20.0,0.0,119.0,104.0,15.0,10679.0,4247.0,6432.0,4696.0,1446.0,3250.0,9755.0,3385.0,6370.0,1384.0,300.0,913.0,296972.0,33221.0,218809.0,2.0,0.0,17.0,206.0,927.0,457.0,184.0,116.0,707.0
3,166.0,361.0,205.0,156.0,76.0,11.0,65.0,209.0,129.0,80.0,10692.0,4260.0,6432.0,4309.0,1384.0,2925.0,9851.0,3481.0,6370.0,2216.0,708.0,1439.0,306785.0,30831.0,226633.0,2.0,0.0,17.0,612.0,1206.0,1010.0,201.0,507.0,827.0
4,166.0,403.0,196.0,207.0,99.0,34.0,65.0,228.0,146.0,82.0,10687.0,4252.0,6435.0,4690.0,1440.0,3250.0,9839.0,3404.0,6435.0,2377.0,911.0,1647.0,311221.0,35918.0,227600.0,2.0,0.0,17.0,767.0,1173.0,1204.0,264.0,647.0,880.0
5,166.0,357.0,244.0,113.0,77.0,26.0,51.0,268.0,172.0,96.0,10715.0,4280.0,6435.0,4353.0,1298.0,3055.0,9822.0,3387.0,6435.0,2580.0,657.0,1694.0,292769.0,31817.0,216906.0,2.0,0.0,17.0,633.0,1581.0,999.0,281.0,376.0,1061.0
6,166.0,367.0,204.0,163.0,83.0,33.0,50.0,240.0,145.0,95.0,10632.0,4203.0,6429.0,4643.0,1393.0,3250.0,9660.0,3355.0,6305.0,2501.0,734.0,1600.0,307697.0,34809.0,224940.0,2.0,0.0,17.0,622.0,1381.0,1120.0,323.0,411.0,978.0
7,166.0,316.0,159.0,157.0,72.0,20.0,52.0,187.0,106.0,81.0,10777.0,4280.0,6497.0,4610.0,1360.0,3250.0,9827.0,3392.0,6435.0,2184.0,761.0,1416.0,303397.0,33726.0,223234.0,2.0,0.0,17.0,694.0,1098.0,1086.0,232.0,529.0,722.0
8,166.0,367.0,207.0,160.0,144.0,28.0,116.0,292.0,147.0,145.0,10700.0,4265.0,6435.0,4800.0,1420.0,3380.0,9737.0,3302.0,6435.0,2641.0,1146.0,1932.0,305215.0,35496.0,224520.0,2.0,0.0,17.0,1040.0,1309.0,1332.0,243.0,903.0,892.0
9,166.0,324.0,180.0,144.0,75.0,10.0,65.0,190.0,110.0,80.0,10583.0,4216.0,6367.0,4557.0,1437.0,3120.0,9663.0,3358.0,6305.0,2103.0,662.0,1281.0,303952.0,31812.0,222064.0,2.0,0.0,17.0,568.0,1128.0,975.0,170.0,492.0,713.0
10,166.0,412.0,241.0,171.0,91.0,40.0,51.0,255.0,159.0,96.0,10762.0,4265.0,6497.0,4507.0,1387.0,3120.0,9851.0,3416.0,6435.0,2447.0,684.0,1579.0,302898.0,32755.0,221399.0,2.0,0.0,17.0,602.0,1416.0,1031.0,322.0,362.0,977.0
11,166.0,624.0,255.0,369.0,225.0,45.0,180.0,378.0,153.0,225.0,10739.0,4304.0,6435.0,4873.0,1493.0,3380.0,9896.0,3461.0,6435.0,3625.0,1286.0,2157.0,301477.0,34852.0,221630.0,2.0,0.0,17.0,1240.0,1473.0,2152.0,319.0,967.0,917.0
12,166.0,486.0,259.0,227.0,157.0,42.0,115.0,341.0,181.0,160.0,10664.0,4232.0,6432.0,4500.0,1381.0,3119.0,9721.0,3351.0,6370.0,3048.0,1085.0,1994.0,297465.0,33364.0,218980.0,2.0,0.0,17.0,917.0,1569.0,1479.0,348.0,737.0,1077.0
13,166.0,312.0,156.0,156.0,67.0,16.0,51.0,187.0,107.0,80.0,10655.0,4223.0,6432.0,4509.0,1324.0,3185.0,9729.0,3359.0,6370.0,2212.0,581.0,1166.0,302022.0,33291.0,222088.0,2.0,0.0,17.0,496.0,950.0,1262.0,205.0,376.0,670.0
14,166.0,344.0,188.0,156.0,60.0,8.0,52.0,200.0,120.0,80.0,10691.0,4256.0,6435.0,4618.0,1368.0,3250.0,9796.0,3361.0,6435.0,2198.0,669.0,1386.0,292629.0,32135.0,216833.0,2.0,0.0,17.0,614.0,1151.0,1047.0,190.0,479.0,772.0
15,166.0,304.0,157.0,147.0,72.0,20.0,52.0,178.0,98.0,80.0,10678.0,4243.0,6435.0,4178.0,1318.0,2860.0,9774.0,3339.0,6435.0,2034.0,630.0,1248.0,281470.0,28449.0,204907.0,2.0,0.0,17.0,549.0,1006.0,1028.0,216.0,414.0,699.0
