"run","tick","GRCount","STCount"
1,1.0,160,6000
1,2.0,160,6000
1,3.0,160,6000
1,4.0,160,6000
1,5.0,160,6000
1,6.0,160,6000
1,7.0,160,6000
1,8.0,160,6000
1,9.0,160,6000
1,10.0,160,6000
1,11.0,160,6000
1,12.0,160,6000
1,13.0,160,6000
1,14.0,160,6000
1,15.0,160,6000
1,16.0,160,6000
1,17.0,160,6000
1,18.0,160,6000
1,19.0,160,6000
1,20.0,160,6000
1,21.0,160,6000
1,22.0,160,6000
1,23.0,160,6000
1,24.0,160,6000
1,25.0,160,6000
1,26.0,160,6266
1,27.0,170,6266
1,28.0,170,6266
1,29.0,180,6266
1,30.0,180,6266
1,31.0,180,6266
1,32.0,180,6266
1,33.0,180,6266
1,34.0,180,6266
1,35.0,204,6266
1,36.0,204,6266
1,37.0,204,6266
1,38.0,220,6266
1,39.0,220,6266
1,40.0,220,6266
1,41.0,220,6266
1,42.0,220,6266
1,43.0,220,6266
1,44.0,220,6266
1,45.0,220,16072
1,46.0,220,16072
1,47.0,220,16072
1,48.0,234,16072
1,49.0,255,16072
1,50.0,255,16072
1,51.0,255,16072
1,52.0,269,16072
1,53.0,282,16072
1,54.0,282,16072
1,55.0,282,16072
1,56.0,282,16072
1,57.0,282,16072
1,58.0,282,16072
1,59.0,282,16072
1,60.0,282,16072
1,61.0,282,16072
1,62.0,282,16072
1,63.0,282,16072
1,64.0,282,16072
1,65.0,282,16072
1,66.0,282,16072
1,67.0,282,16072
1,68.0,282,16072
1,69.0,300,16072
1,70.0,300,17637
1,71.0,312,17637
1,72.0,312,19329
1,73.0,312,19329
1,74.0,312,19329
1,75.0,312,19329
1,76.0,312,19329
1,77.0,312,19329
1,78.0,312,19329
1,79.0,335,19329
1,80.0,361,19329
1,81.0,361,20916
1,82.0,361,20916
1,83.0,361,20916
1,84.0,164,20916
1,85.0,164,20916
1,86.0,164,20916
1,87.0,164,20916
1,88.0,164,20916
1,89.0,164,20916
1,90.0,164,20916
1,91.0,164,20916
1,92.0,164,20916
1,93.0,164,20916
1,94.0,164,20916
1,95.0,70,20916
1,96.0,70,20916
1,97.0,70,20916
1,98.0,70,20916
1,99.0,70,20916
1,100.0,70,20916
1,101.0,66,20916
1,102.0,70,20916
1,103.0,70,20916
1,104.0,76,21705
1,105.0,80,21705
1,106.0,80,21705
1,107.0,80,21705
1,108.0,80,21705
1,109.0,80,21705
1,110.0,80,21705
1,111.0,80,21705
1,112.0,80,21705
1,113.0,81,21705
1,114.0,81,21705
1,115.0,81,21705
1,116.0,81,21705
1,117.0,54,21705
1,118.0,54,21705
1,119.0,54,21705
1,120.0,54,21705
1,121.0,54,21705
1,122.0,54,21705
1,123.0,54,21705
1,124.0,54,21705
1,125.0,54,21705
1,126.0,54,21705
1,127.0,54,21705
1,128.0,54,21705
1,129.0,54,21705
1,130.0,54,21705
1,131.0,54,21705
1,132.0,54,21705
1,133.0,54,21705
1,134.0,54,21705
1,135.0,54,21705
1,136.0,54,21705
1,137.0,54,21705
1,138.0,54,21705
1,139.0,54,21705
1,140.0,54,21705
1,141.0,54,21705
1,142.0,54,21705
1,143.0,54,21705
1,144.0,54,21705
1,145.0,54,21705
1,146.0,54,21705
1,147.0,54,21705
1,148.0,54,21705
1,149.0,54,21705
1,150.0,54,21705
1,151.0,54,21705
1,152.0,54,21705
1,153.0,54,21705
1,154.0,54,21705
1,155.0,54,21705
1,156.0,54,21705
1,157.0,54,21705
1,158.0,54,21705
1,159.0,54,21705
