"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,200,2,5200,3,1518579679,5.14,1,1,23.34,72.09,7500,1,0,7.5
3,200,2,5200,3,1518599524,5.14,1,1,23.34,72.09,7500,1,0,7.5
5,200,2,5200,3,1518614207,5.14,1,1,23.34,72.09,7500,1,0,7.5
7,200,2,5200,3,1518627679,5.14,1,1,23.34,72.09,7500,1,0,7.5
9,200,2,5200,3,1518642064,5.14,1,1,23.34,72.09,7500,1,0,7.5
2,200,2,5200,3,1518579550,5.14,1,1,23.34,72.09,7500,1,0,7.5
4,200,2,5200,3,1518598880,5.14,1,1,23.34,72.09,7500,1,0,7.5
6,200,2,5200,3,1518613218,5.14,1,1,23.34,72.09,7500,1,0,7.5
8,200,2,5200,3,1518626186,5.14,1,1,23.34,72.09,7500,1,0,7.5
10,200,2,5200,3,1518639572,5.14,1,1,23.34,72.09,7500,1,0,7.5
