"run","randomSeed","applicationcost","risktox","PestCount","erzeugerpreis","fungizid","septoria_count","behaviour","tox","cropCount","resistance"
1,1991424706,5.14,1,5,23.34,72.09,500,0,7.5,515,2
3,1991434320,5.14,1,5,23.34,72.09,500,0,7.5,515,2
5,1991439365,5.14,1,5,23.34,72.09,500,0,7.5,515,2
7,1991442183,5.14,1,5,23.34,72.09,500,0,7.5,515,2
9,1991444525,5.14,1,5,23.34,72.09,500,0,7.5,515,2
11,1991445991,5.14,1,5,23.34,72.09,500,0,7.5,515,2
13,1991447911,5.14,1,5,23.34,72.09,500,0,7.5,515,2
15,1991449185,5.14,1,5,23.34,72.09,500,0,7.5,515,2
17,1991450533,5.14,1,5,23.34,72.09,500,0,7.5,515,2
19,1991452039,5.14,1,5,23.34,72.09,500,0,7.5,515,2
21,1991453232,5.14,1,5,23.34,72.09,500,0,7.5,515,2
23,1991454354,5.14,1,5,23.34,72.09,500,0,7.5,515,2
25,1991455317,5.14,1,5,23.34,72.09,500,0,7.5,515,2
27,1991456532,5.14,1,5,23.34,72.09,500,0,7.5,515,2
29,1991457482,5.14,1,5,23.34,72.09,500,0,7.5,515,2
31,1991458407,5.14,1,5,23.34,72.09,500,0,7.5,515,2
33,1991459545,5.14,1,5,23.34,72.09,500,0,7.5,515,2
35,1991460625,5.14,1,5,23.34,72.09,500,0,7.5,515,2
37,1991461491,5.14,1,5,23.34,72.09,500,0,7.5,515,2
39,1991462360,5.14,1,5,23.34,72.09,500,0,7.5,515,2
41,1991463136,5.14,1,5,23.34,72.09,500,0,7.5,515,2
43,1991463939,5.14,1,5,23.34,72.09,500,0,7.5,515,2
45,1991464788,5.14,1,5,23.34,72.09,500,0,7.5,515,2
47,1991465626,5.14,1,5,23.34,72.09,500,0,7.5,515,2
49,1991466573,5.14,1,5,23.34,72.09,500,0,7.5,515,2
2,1991424656,5.14,1,5,23.34,72.09,500,0,7.5,515,2
4,1991432770,5.14,1,5,23.34,72.09,500,0,7.5,515,2
6,1991438731,5.14,1,5,23.34,72.09,500,0,7.5,515,2
8,1991441711,5.14,1,5,23.34,72.09,500,0,7.5,515,2
10,1991444057,5.14,1,5,23.34,72.09,500,0,7.5,515,2
12,1991445787,5.14,1,5,23.34,72.09,500,0,7.5,515,2
14,1991447567,5.14,1,5,23.34,72.09,500,0,7.5,515,2
16,1991448922,5.14,1,5,23.34,72.09,500,0,7.5,515,2
18,1991450416,5.14,1,5,23.34,72.09,500,0,7.5,515,2
20,1991451862,5.14,1,5,23.34,72.09,500,0,7.5,515,2
22,1991453037,5.14,1,5,23.34,72.09,500,0,7.5,515,2
24,1991454079,5.14,1,5,23.34,72.09,500,0,7.5,515,2
26,1991455077,5.14,1,5,23.34,72.09,500,0,7.5,515,2
28,1991456222,5.14,1,5,23.34,72.09,500,0,7.5,515,2
30,1991457299,5.14,1,5,23.34,72.09,500,0,7.5,515,2
32,1991458196,5.14,1,5,23.34,72.09,500,0,7.5,515,2
34,1991459291,5.14,1,5,23.34,72.09,500,0,7.5,515,2
36,1991460597,5.14,1,5,23.34,72.09,500,0,7.5,515,2
38,1991461479,5.14,1,5,23.34,72.09,500,0,7.5,515,2
40,1991462337,5.14,1,5,23.34,72.09,500,0,7.5,515,2
42,1991463213,5.14,1,5,23.34,72.09,500,0,7.5,515,2
44,1991464064,5.14,1,5,23.34,72.09,500,0,7.5,515,2
46,1991464968,5.14,1,5,23.34,72.09,500,0,7.5,515,2
48,1991465811,5.14,1,5,23.34,72.09,500,0,7.5,515,2
50,1991466809,5.14,1,5,23.34,72.09,500,0,7.5,515,2
