"run","tick","GRCount","STCount"
1,1.0,20,650
1,2.0,20,650
1,3.0,20,650
1,4.0,20,650
1,5.0,20,650
1,6.0,20,650
1,7.0,20,650
1,8.0,20,650
1,9.0,20,650
1,10.0,20,650
1,11.0,20,650
1,12.0,20,650
1,13.0,20,650
1,14.0,20,650
1,15.0,20,650
1,16.0,20,650
1,17.0,20,650
1,18.0,20,650
1,19.0,20,650
1,20.0,20,650
1,21.0,20,650
1,22.0,20,650
1,23.0,20,650
1,24.0,20,650
1,25.0,20,650
1,26.0,20,728
1,27.0,29,728
1,28.0,29,728
1,29.0,51,728
1,30.0,51,728
1,31.0,51,728
1,32.0,51,728
1,33.0,51,728
1,34.0,51,728
1,35.0,91,728
1,36.0,91,728
1,37.0,91,728
1,38.0,116,728
1,39.0,116,728
1,40.0,116,728
1,41.0,116,728
1,42.0,116,728
1,43.0,116,728
1,44.0,116,728
1,45.0,116,4256
1,46.0,116,4256
1,47.0,116,4256
1,48.0,162,4256
1,49.0,208,4256
1,50.0,208,4256
1,51.0,208,4256
1,52.0,275,4256
1,53.0,345,4256
1,54.0,345,4256
1,55.0,345,4256
1,56.0,345,4256
1,57.0,345,4256
1,58.0,345,4256
1,59.0,345,4256
1,60.0,345,4256
1,61.0,345,4256
1,62.0,345,4256
1,63.0,345,4256
1,64.0,345,4256
1,65.0,345,4256
1,66.0,345,4256
1,67.0,345,4256
1,68.0,345,4256
1,69.0,500,4256
1,70.0,500,4780
1,71.0,665,4780
1,72.0,665,5345
1,73.0,665,5345
1,74.0,665,5345
1,75.0,665,5345
1,76.0,665,5345
1,77.0,665,5345
1,78.0,665,5345
1,79.0,1113,5345
1,80.0,1588,5345
1,81.0,1588,6504
1,82.0,1588,6504
1,83.0,1588,6504
1,84.0,1507,6504
1,85.0,1507,6504
1,86.0,1507,6504
1,87.0,1507,6504
1,88.0,1507,6504
1,89.0,1507,6504
1,90.0,1507,6504
1,91.0,1507,6504
1,92.0,1507,6504
1,93.0,1507,6504
1,94.0,1507,6504
1,95.0,1323,6504
1,96.0,1323,6504
1,97.0,1323,6504
1,98.0,1323,6504
1,99.0,1323,6504
1,100.0,1323,6504
1,101.0,2698,6504
1,102.0,3949,6504
1,103.0,3949,6504
1,104.0,4021,7321
1,105.0,4094,7321
1,106.0,4094,7321
1,107.0,4094,7321
1,108.0,4094,7321
1,109.0,4094,7321
1,110.0,4094,7321
1,111.0,4094,7321
1,112.0,4094,7321
1,113.0,4167,7321
1,114.0,4167,7321
1,115.0,4167,7321
1,116.0,4167,7321
1,117.0,2931,7321
1,118.0,2931,7321
1,119.0,2931,7321
1,120.0,2931,7321
1,121.0,2931,7321
1,122.0,2931,7321
1,123.0,2931,7321
1,124.0,2931,7321
1,125.0,2931,7321
1,126.0,2931,7321
1,127.0,2931,7321
1,128.0,2931,7321
1,129.0,2931,7321
1,130.0,2931,7321
1,131.0,2931,7321
1,132.0,2931,7321
1,133.0,2931,7321
1,134.0,2931,7321
1,135.0,2931,7321
1,136.0,2931,7321
1,137.0,2931,7321
1,138.0,2931,7321
1,139.0,2931,7321
1,140.0,2931,7321
1,141.0,2931,7321
1,142.0,2931,7321
1,143.0,2931,7321
1,144.0,2931,7321
1,145.0,2931,7321
1,146.0,2931,7321
1,147.0,2931,7321
1,148.0,2931,7321
1,149.0,2931,7321
1,150.0,2931,7321
1,151.0,2931,7321
1,152.0,2931,7321
1,153.0,2931,7321
1,154.0,2931,7321
1,155.0,2931,7321
1,156.0,2931,7321
1,157.0,2931,7321
1,158.0,2931,7321
1,159.0,2931,7321
1,160.0,2931,7321
1,161.0,2931,7321
1,162.0,2931,7321
1,163.0,2931,7321
1,164.0,2931,7321
1,165.0,2931,7321
1,166.0,2931,7321
3,1.0,20,650
3,2.0,20,650
3,3.0,20,650
3,4.0,20,650
3,5.0,20,650
3,6.0,20,650
3,7.0,20,650
3,8.0,20,650
3,9.0,20,650
3,10.0,20,650
3,11.0,20,650
3,12.0,20,650
3,13.0,20,650
3,14.0,20,650
3,15.0,20,650
3,16.0,20,650
3,17.0,20,650
3,18.0,20,650
3,19.0,20,650
3,20.0,20,650
3,21.0,20,650
3,22.0,20,650
3,23.0,20,650
3,24.0,20,650
3,25.0,20,650
3,26.0,20,752
3,27.0,32,752
3,28.0,32,752
3,29.0,48,752
3,30.0,48,752
3,31.0,48,752
3,32.0,48,752
3,33.0,48,752
3,34.0,48,752
3,35.0,88,752
3,36.0,88,752
3,37.0,88,752
3,38.0,116,752
3,39.0,116,752
3,40.0,116,752
3,41.0,116,752
3,42.0,116,752
3,43.0,116,752
3,44.0,116,752
3,45.0,116,4190
3,46.0,116,4190
3,47.0,116,4190
3,48.0,165,4190
3,49.0,219,4190
3,50.0,219,4190
3,51.0,219,4190
3,52.0,282,4190
3,53.0,345,4190
3,54.0,345,4190
3,55.0,345,4190
3,56.0,345,4190
3,57.0,345,4190
3,58.0,345,4190
3,59.0,345,4190
3,60.0,345,4190
3,61.0,345,4190
3,62.0,345,4190
3,63.0,345,4190
3,64.0,345,4190
3,65.0,345,4190
3,66.0,345,4190
3,67.0,345,4190
3,68.0,345,4190
3,69.0,503,4190
3,70.0,503,4715
3,71.0,643,4715
3,72.0,643,5325
3,73.0,643,5325
3,74.0,643,5325
3,75.0,643,5325
3,76.0,643,5325
3,77.0,643,5325
3,78.0,643,5325
3,79.0,1042,5325
3,80.0,1510,5325
3,81.0,1510,6444
3,82.0,1510,6444
3,83.0,1510,6444
3,84.0,1430,6444
3,85.0,1430,6444
3,86.0,1430,6444
3,87.0,1430,6444
3,88.0,1430,6444
3,89.0,1430,6444
3,90.0,1430,6444
3,91.0,1430,6444
3,92.0,1430,6444
3,93.0,1430,6444
3,94.0,1430,6444
3,95.0,1259,6444
3,96.0,1259,6444
3,97.0,1259,6444
3,98.0,1259,6444
3,99.0,1259,6444
3,100.0,1259,6444
3,101.0,2549,6444
3,102.0,3701,6444
3,103.0,3701,6444
3,104.0,4879,7217
3,105.0,4952,7217
3,106.0,4952,7217
3,107.0,4952,7217
3,108.0,4952,7217
3,109.0,4952,7217
3,110.0,4952,7217
3,111.0,4952,7217
3,112.0,4952,7217
3,113.0,5014,7217
3,114.0,5014,7217
3,115.0,5014,7217
3,116.0,5014,7217
3,117.0,3607,7217
3,118.0,3607,7217
3,119.0,3607,7217
3,120.0,3607,7217
3,121.0,3607,7217
3,122.0,3607,7217
3,123.0,3607,7217
3,124.0,3607,7217
3,125.0,3607,7217
3,126.0,3607,7217
3,127.0,3607,7217
3,128.0,3607,7217
3,129.0,3607,7217
3,130.0,3607,7217
3,131.0,3607,7217
3,132.0,3607,7217
3,133.0,3607,7217
3,134.0,3607,7217
3,135.0,3607,7217
3,136.0,3607,7217
3,137.0,3607,7217
3,138.0,3607,7217
3,139.0,3607,7217
3,140.0,3607,7217
3,141.0,3607,7217
3,142.0,3607,7217
3,143.0,3607,7217
3,144.0,3607,7217
3,145.0,3607,7217
3,146.0,3607,7217
3,147.0,3607,7217
3,148.0,3607,7217
3,149.0,3607,7217
3,150.0,3607,7217
3,151.0,3607,7217
3,152.0,3607,7217
3,153.0,3607,7217
3,154.0,3607,7217
3,155.0,3607,7217
3,156.0,3607,7217
3,157.0,3607,7217
3,158.0,3607,7217
3,159.0,3607,7217
3,160.0,3607,7217
3,161.0,3607,7217
3,162.0,3607,7217
3,163.0,3607,7217
3,164.0,3607,7217
3,165.0,3607,7217
3,166.0,3607,7217
5,1.0,20,650
5,2.0,20,650
5,3.0,20,650
5,4.0,20,650
5,5.0,20,650
5,6.0,20,650
5,7.0,20,650
5,8.0,20,650
5,9.0,20,650
5,10.0,20,650
5,11.0,20,650
5,12.0,20,650
5,13.0,20,650
5,14.0,20,650
5,15.0,20,650
5,16.0,20,650
5,17.0,20,650
5,18.0,20,650
5,19.0,20,650
5,20.0,20,650
5,21.0,20,650
5,22.0,20,650
5,23.0,20,650
5,24.0,20,650
5,25.0,20,650
5,26.0,20,752
5,27.0,36,752
5,28.0,36,752
5,29.0,52,752
5,30.0,52,752
5,31.0,52,752
5,32.0,52,752
5,33.0,52,752
5,34.0,52,752
5,35.0,92,752
5,36.0,92,752
5,37.0,92,752
5,38.0,115,752
5,39.0,115,752
5,40.0,115,752
5,41.0,115,752
5,42.0,115,752
5,43.0,115,752
5,44.0,115,752
5,45.0,115,4274
5,46.0,115,4274
5,47.0,115,4274
5,48.0,161,4274
5,49.0,218,4274
5,50.0,218,4274
5,51.0,218,4274
5,52.0,292,4274
5,53.0,359,4274
5,54.0,359,4274
5,55.0,359,4274
5,56.0,359,4274
5,57.0,359,4274
5,58.0,359,4274
5,59.0,359,4274
5,60.0,359,4274
5,61.0,359,4274
5,62.0,359,4274
5,63.0,359,4274
5,64.0,359,4274
5,65.0,359,4274
5,66.0,359,4274
5,67.0,359,4274
5,68.0,359,4274
5,69.0,512,4274
5,70.0,512,4816
5,71.0,660,4816
5,72.0,660,5437
5,73.0,660,5437
5,74.0,660,5437
5,75.0,660,5437
5,76.0,660,5437
5,77.0,660,5437
5,78.0,660,5437
5,79.0,1122,5437
5,80.0,1611,5437
5,81.0,1611,6617
5,82.0,1611,6617
5,83.0,1611,6617
5,84.0,1528,6617
5,85.0,1528,6617
5,86.0,1528,6617
5,87.0,1528,6617
5,88.0,1528,6617
5,89.0,1528,6617
5,90.0,1528,6617
5,91.0,1528,6617
5,92.0,1528,6617
5,93.0,1528,6617
5,94.0,1528,6617
5,95.0,1378,6617
5,96.0,1378,6617
5,97.0,1378,6617
5,98.0,1378,6617
5,99.0,1378,6617
5,100.0,1378,6617
5,101.0,2737,6617
5,102.0,4017,6617
5,103.0,4017,6617
5,104.0,5279,7447
5,105.0,5368,7447
5,106.0,5368,7447
5,107.0,5368,7447
5,108.0,5368,7447
5,109.0,5368,7447
5,110.0,5368,7447
5,111.0,5368,7447
5,112.0,5368,7447
5,113.0,5445,7447
5,114.0,5445,7447
5,115.0,5445,7447
5,116.0,5445,7447
5,117.0,3932,7447
5,118.0,3932,7447
5,119.0,3932,7447
5,120.0,3932,7447
5,121.0,3932,7447
5,122.0,3932,7447
5,123.0,3932,7447
5,124.0,3932,7447
5,125.0,3932,7447
