"run","tick","IntegralBHGR","IntegralBHGR1","IntegralBHGR2","IntegralBHGRErtrag","IntegralBHGRErtrag1","IntegralBHGRErtrag2","IntegralBHGRsicht","IntegralBHGRsicht1","IntegralBHGRsicht2","IntegralBHST","IntegralBHST1","IntegralBHST2","IntegralBHSTertrag","IntegralBHSTertrag1","IntegralBHSTertrag2","IntegralBHSTsicht","IntegralBHSTsicht1","IntegralBHSTsicht2","GRCount","GRertragCount","GRsichtCount","STCount","STertragCount","STsichtCount","Resistance","Behaviour","Jahr","GRsichtCount2","GRCount1","GRCount2","GRertragCount1","GRertragCount2","GRsichtCount1"
1,166.0,10677.0,4242.0,6435.0,9229.0,2838.0,6391.0,10202.0,3773.0,6429.0,5668.0,2288.0,3380.0,264.0,264.0,0.0,5133.0,1753.0,3380.0,2118559.0,1190774.0,1485541.0,176144.0,6256.0,157651.0,1.0,0.0,18.0,1133463.0,837904.0,1280655.0,136847.0,1053927.0,352078.0
2,166.0,10691.0,4256.0,6435.0,9173.0,2783.0,6390.0,10173.0,3749.0,6424.0,5232.0,2112.0,3120.0,229.0,229.0,0.0,4756.0,1636.0,3120.0,2113776.0,1185616.0,1482332.0,166988.0,5596.0,149760.0,1.0,0.0,18.0,1130583.0,836242.0,1277534.0,134470.0,1051146.0,351749.0
3,166.0,10689.0,4254.0,6435.0,9192.0,2800.0,6392.0,10173.0,3745.0,6428.0,5668.0,2288.0,3380.0,266.0,266.0,0.0,5143.0,1763.0,3380.0,2130126.0,1189753.0,1491376.0,185300.0,6600.0,165974.0,1.0,0.0,18.0,1137550.0,842715.0,1287411.0,134460.0,1055293.0,353826.0
4,166.0,10693.0,4258.0,6435.0,9167.0,2771.0,6396.0,10185.0,3757.0,6428.0,5123.0,2068.0,3055.0,219.0,219.0,0.0,4657.0,1602.0,3055.0,2066176.0,1155755.0,1448694.0,159358.0,5225.0,143154.0,1.0,0.0,18.0,1104191.0,818426.0,1247750.0,130411.0,1025344.0,344503.0
5,166.0,10714.0,4274.0,6440.0,9244.0,2847.0,6397.0,10232.0,3803.0,6429.0,5341.0,2156.0,3185.0,238.0,238.0,0.0,4848.0,1663.0,3185.0,2147812.0,1203891.0,1504910.0,169277.0,5813.0,151688.0,1.0,0.0,18.0,1149023.0,849517.0,1298295.0,135577.0,1068314.0,355887.0
6,166.0,10672.0,4237.0,6435.0,9195.0,2806.0,6389.0,10161.0,3742.0,6419.0,5341.0,2156.0,3185.0,241.0,241.0,0.0,4843.0,1658.0,3185.0,2111450.0,1181049.0,1478110.0,166225.0,5899.0,149040.0,1.0,0.0,18.0,1126057.0,838624.0,1272826.0,134659.0,1046390.0,352053.0
7,166.0,10691.0,4256.0,6435.0,9212.0,2816.0,6396.0,10187.0,3757.0,6430.0,5014.0,2024.0,2990.0,227.0,227.0,0.0,4563.0,1573.0,2990.0,2131632.0,1192847.0,1492592.0,163173.0,5514.0,146201.0,1.0,0.0,18.0,1137997.0,844052.0,1287580.0,136070.0,1056777.0,354595.0
8,166.0,10672.0,4237.0,6435.0,9154.0,2762.0,6392.0,10178.0,3751.0,6427.0,5341.0,2156.0,3185.0,237.0,237.0,0.0,4851.0,1666.0,3185.0,2104393.0,1172272.0,1473662.0,164699.0,5685.0,147620.0,1.0,0.0,18.0,1121473.0,836797.0,1267596.0,133220.0,1039052.0,352189.0
9,166.0,10696.0,4261.0,6435.0,9218.0,2822.0,6396.0,10191.0,3765.0,6426.0,5559.0,2244.0,3315.0,247.0,247.0,0.0,5035.0,1720.0,3315.0,2110157.0,1187020.0,1481126.0,171566.0,5946.0,153620.0,1.0,0.0,18.0,1132564.0,831291.0,1278866.0,133581.0,1053439.0,348562.0
10,166.0,10673.0,4238.0,6435.0,9212.0,2821.0,6391.0,10184.0,3760.0,6424.0,5668.0,2288.0,3380.0,256.0,256.0,0.0,5135.0,1755.0,3380.0,2160744.0,1211375.0,1515537.0,176144.0,6204.0,157688.0,1.0,0.0,18.0,1156954.0,854675.0,1306069.0,137290.0,1074085.0,358583.0
