"run","tick","IntegralBHGR","IntegralBHGR1","IntegralBHGR2","IntegralBHGRErtrag","IntegralBHGRErtrag1","IntegralBHGRErtrag2","IntegralBHGRsicht","IntegralBHGRsicht1","IntegralBHGRsicht2","IntegralBHST","IntegralBHST1","IntegralBHST2","IntegralBHSTertrag","IntegralBHSTertrag1","IntegralBHSTertrag2","IntegralBHSTsicht","IntegralBHSTsicht1","IntegralBHSTsicht2","GRCount","GRertragCount","GRsichtCount","STCount","STertragCount","STsichtCount","Resistance","Behaviour","Jahr"
1,166.0,96.0,81.0,15.0,7.0,7.0,0.0,71.0,56.0,15.0,6379.0,2116.0,4263.0,1886.0,579.0,1307.0,5367.0,1509.0,3858.0,1258.0,485.0,897.0,63458.0,15029.0,45788.0,3.0,0.0,17.0
3,166.0,193.0,116.0,77.0,55.0,4.0,51.0,135.0,70.0,65.0,6936.0,2345.0,4591.0,1960.0,665.0,1295.0,6025.0,1778.0,4247.0,1933.0,739.0,1190.0,70046.0,15981.0,51562.0,3.0,0.0,17.0
5,166.0,99.0,84.0,15.0,14.0,14.0,0.0,77.0,62.0,15.0,6573.0,2239.0,4334.0,4042.0,1339.0,2703.0,5702.0,1701.0,4001.0,1223.0,321.0,767.0,66990.0,32022.0,48898.0,3.0,0.0,17.0
7,166.0,216.0,122.0,94.0,61.0,11.0,50.0,155.0,75.0,80.0,6377.0,2173.0,4204.0,3879.0,1293.0,2586.0,5465.0,1645.0,3820.0,1866.0,679.0,1178.0,62715.0,29988.0,45448.0,3.0,0.0,17.0
9,166.0,109.0,94.0,15.0,0.0,0.0,0.0,61.0,61.0,0.0,6703.0,2245.0,4458.0,4366.0,1418.0,2948.0,5728.0,1727.0,4001.0,1234.0,253.0,655.0,67684.0,34475.0,49317.0,3.0,0.0,17.0
11,166.0,222.0,128.0,94.0,5.0,5.0,0.0,118.0,88.0,30.0,6505.0,2177.0,4328.0,2451.0,894.0,1557.0,5609.0,1633.0,3976.0,1933.0,598.0,1164.0,65268.0,18421.0,47568.0,3.0,0.0,17.0
13,166.0,63.0,63.0,0.0,2.0,2.0,0.0,46.0,46.0,0.0,6392.0,2070.0,4322.0,1750.0,508.0,1242.0,5314.0,1522.0,3792.0,1079.0,336.0,689.0,65795.0,14946.0,47465.0,3.0,0.0,17.0
15,166.0,182.0,90.0,92.0,12.0,12.0,0.0,87.0,70.0,17.0,6436.0,2167.0,4269.0,2508.0,872.0,1636.0,5525.0,1589.0,3936.0,1744.0,662.0,1114.0,66176.0,19144.0,47860.0,3.0,0.0,17.0
17,166.0,127.0,112.0,15.0,6.0,6.0,0.0,98.0,83.0,15.0,6604.0,2270.0,4334.0,2449.0,881.0,1568.0,5663.0,1661.0,4002.0,1560.0,586.0,1056.0,68530.0,19392.0,50420.0,3.0,0.0,17.0
19,166.0,120.0,105.0,15.0,0.0,0.0,0.0,74.0,59.0,15.0,7092.0,2433.0,4659.0,2146.0,708.0,1438.0,6098.0,1822.0,4276.0,1505.0,571.0,972.0,68221.0,16453.0,50405.0,3.0,0.0,17.0
21,166.0,61.0,46.0,15.0,0.0,0.0,0.0,41.0,41.0,0.0,6571.0,2237.0,4334.0,2169.0,716.0,1453.0,5692.0,1690.0,4002.0,1106.0,316.0,621.0,70288.0,17173.0,51281.0,3.0,0.0,17.0
23,166.0,69.0,69.0,0.0,2.0,2.0,0.0,49.0,49.0,0.0,6754.0,2231.0,4523.0,4113.0,1282.0,2831.0,5634.0,1618.0,4016.0,1142.0,445.0,784.0,67251.0,32323.0,48782.0,3.0,0.0,17.0
25,166.0,105.0,90.0,15.0,20.0,20.0,0.0,77.0,62.0,15.0,6646.0,2250.0,4396.0,2455.0,899.0,1556.0,5706.0,1705.0,4001.0,1360.0,500.0,782.0,69330.0,19185.0,50514.0,3.0,0.0,17.0
27,166.0,190.0,110.0,80.0,68.0,16.0,52.0,131.0,64.0,67.0,6328.0,2186.0,4142.0,2351.0,704.0,1647.0,5519.0,1647.0,3872.0,1611.0,759.0,1116.0,66370.0,17694.0,49082.0,3.0,0.0,17.0
29,166.0,181.0,102.0,79.0,0.0,0.0,0.0,82.0,67.0,15.0,6768.0,2248.0,4520.0,1928.0,619.0,1309.0,5825.0,1720.0,4105.0,1578.0,499.0,886.0,68788.0,15803.0,50234.0,3.0,0.0,17.0
2,166.0,195.0,115.0,80.0,0.0,0.0,0.0,86.0,70.0,16.0,6600.0,2210.0,4390.0,2407.0,903.0,1504.0,5604.0,1681.0,3923.0,1747.0,618.0,1109.0,66654.0,18525.0,48920.0,3.0,0.0,17.0
4,166.0,191.0,123.0,68.0,70.0,20.0,50.0,154.0,89.0,65.0,6746.0,2226.0,4520.0,4368.0,1356.0,3012.0,5655.0,1654.0,4001.0,1802.0,730.0,1209.0,66969.0,33506.0,48561.0,3.0,0.0,17.0
6,166.0,225.0,145.0,80.0,24.0,24.0,0.0,118.0,102.0,16.0,6512.0,2184.0,4328.0,4042.0,1288.0,2754.0,5498.0,1625.0,3873.0,1893.0,697.0,1216.0,64170.0,30798.0,46461.0,3.0,0.0,17.0
8,166.0,220.0,137.0,83.0,20.0,20.0,0.0,130.0,100.0,30.0,6631.0,2235.0,4396.0,2528.0,944.0,1584.0,5671.0,1670.0,4001.0,2214.0,763.0,1364.0,66155.0,19819.0,47649.0,3.0,0.0,17.0
10,166.0,95.0,84.0,11.0,0.0,0.0,0.0,51.0,51.0,0.0,6417.0,2151.0,4266.0,4061.0,1293.0,2768.0,5464.0,1593.0,3871.0,1229.0,317.0,718.0,64535.0,31644.0,46793.0,3.0,0.0,17.0
12,166.0,170.0,79.0,91.0,2.0,2.0,0.0,70.0,55.0,15.0,7091.0,2376.0,4715.0,2287.0,695.0,1592.0,6165.0,1814.0,4351.0,1667.0,559.0,943.0,72877.0,17437.0,53704.0,3.0,0.0,17.0
14,166.0,225.0,133.0,92.0,76.0,26.0,50.0,158.0,78.0,80.0,6518.0,2187.0,4331.0,2535.0,866.0,1669.0,5600.0,1611.0,3989.0,2095.0,817.0,1261.0,64448.0,19084.0,46640.0,3.0,0.0,17.0
16,166.0,145.0,119.0,26.0,4.0,4.0,0.0,90.0,75.0,15.0,6285.0,2087.0,4198.0,1848.0,539.0,1309.0,5345.0,1554.0,3791.0,1446.0,511.0,926.0,64406.0,14822.0,46660.0,3.0,0.0,17.0
18,166.0,174.0,47.0,127.0,0.0,0.0,0.0,30.0,15.0,15.0,6510.0,2182.0,4328.0,1930.0,638.0,1292.0,5605.0,1683.0,3922.0,1337.0,460.0,632.0,67853.0,15889.0,50025.0,3.0,0.0,17.0
20,166.0,247.0,103.0,144.0,60.0,9.0,51.0,133.0,53.0,80.0,6441.0,2175.0,4266.0,1944.0,573.0,1371.0,5602.0,1681.0,3921.0,1814.0,690.0,1046.0,66134.0,15944.0,48755.0,3.0,0.0,17.0
22,166.0,136.0,110.0,26.0,20.0,20.0,0.0,86.0,71.0,15.0,6319.0,2118.0,4201.0,3939.0,1238.0,2701.0,5354.0,1548.0,3806.0,1537.0,469.0,889.0,63207.0,30949.0,45917.0,3.0,0.0,17.0
24,166.0,85.0,70.0,15.0,0.0,0.0,0.0,59.0,44.0,15.0,6889.0,2357.0,4532.0,2151.0,699.0,1452.0,5897.0,1687.0,4210.0,1353.0,317.0,688.0,68246.0,16601.0,49205.0,3.0,0.0,17.0
