"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,200,2,5200,3,1518368715,5.14,1,1,23.34,72.09,7500,1,0,7.5
3,200,2,5200,3,1518389355,5.14,1,1,23.34,72.09,7500,1,0,7.5
5,200,2,5200,3,1518402918,5.14,1,1,23.34,72.09,7500,1,0,7.5
7,200,2,5200,3,1518416567,5.14,1,1,23.34,72.09,7500,1,0,7.5
9,200,2,5200,3,1518429934,5.14,1,1,23.34,72.09,7500,1,0,7.5
2,200,2,5200,3,1518368312,5.14,1,1,23.34,72.09,7500,1,0,7.5
4,200,2,5200,3,1518388427,5.14,1,1,23.34,72.09,7500,1,0,7.5
6,200,2,5200,3,1518402432,5.14,1,1,23.34,72.09,7500,1,0,7.5
8,200,2,5200,3,1518414959,5.14,1,1,23.34,72.09,7500,1,0,7.5
10,200,2,5200,3,1518427497,5.14,1,1,23.34,72.09,7500,1,0,7.5
