"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,200,2,5200,2,1669901430,5.14,1,1,23.34,72.09,7500,1,0,7.5
3,200,2,5200,2,1669926200,5.14,1,1,23.34,72.09,7500,1,0,7.5
5,200,2,5200,2,1669944561,5.14,1,1,23.34,72.09,7500,1,0,7.5
7,200,2,5200,2,1669961083,5.14,1,1,23.34,72.09,7500,1,0,7.5
9,200,2,5200,2,1669978938,5.14,1,1,23.34,72.09,7500,1,0,7.5
2,200,2,5200,2,1669901572,5.14,1,1,23.34,72.09,7500,1,0,7.5
4,200,2,5200,2,1669925746,5.14,1,1,23.34,72.09,7500,1,0,7.5
6,200,2,5200,2,1669944232,5.14,1,1,23.34,72.09,7500,1,0,7.5
8,200,2,5200,2,1669961235,5.14,1,1,23.34,72.09,7500,1,0,7.5
10,200,2,5200,2,1669979447,5.14,1,1,23.34,72.09,7500,1,0,7.5
