"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,80,2,2080,3,-295497932,5.14,1,1,23.34,72.09,2000,1,0,7.5
2,80,2,2080,3,-295493113,5.14,1,1,23.34,72.09,2000,1,0,7.5
3,80,2,2080,3,-295489634,5.14,1,1,23.34,72.09,2000,1,0,7.5
4,80,2,2080,3,-295486633,5.14,1,1,23.34,72.09,2000,1,0,7.5
5,80,2,2080,3,-295484692,5.14,1,1,23.34,72.09,2000,1,0,7.5
6,80,2,2080,3,-295482804,5.14,1,1,23.34,72.09,2000,1,0,7.5
7,80,2,2080,3,-295480750,5.14,1,1,23.34,72.09,2000,1,0,7.5
8,80,2,2080,3,-295479118,5.14,1,1,23.34,72.09,2000,1,0,7.5
9,80,2,2080,3,-295477424,5.14,1,1,23.34,72.09,2000,1,0,7.5
10,80,2,2080,3,-295475587,5.14,1,1,23.34,72.09,2000,1,0,7.5
