"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,80,2,2080,3,175390169,5.14,1,1,23.34,72.09,1700,1,0,7.5
2,80,2,2080,3,175395033,5.14,1,1,23.34,72.09,1700,1,0,7.5
3,80,2,2080,3,175398311,5.14,1,1,23.34,72.09,1700,1,0,7.5
4,80,2,2080,3,175400566,5.14,1,1,23.34,72.09,1700,1,0,7.5
5,80,2,2080,3,175402609,5.14,1,1,23.34,72.09,1700,1,0,7.5
6,80,2,2080,3,175404206,5.14,1,1,23.34,72.09,1700,1,0,7.5
7,80,2,2080,3,175406211,5.14,1,1,23.34,72.09,1700,1,0,7.5
8,80,2,2080,3,175408215,5.14,1,1,23.34,72.09,1700,1,0,7.5
9,80,2,2080,3,175409888,5.14,1,1,23.34,72.09,1700,1,0,7.5
10,80,2,2080,3,175411476,5.14,1,1,23.34,72.09,1700,1,0,7.5
