"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,200,2,5200,1,1438637689,5.14,1,1,23.34,72.09,7500,1,0,7.5
3,200,2,5200,1,1438794271,5.14,1,1,23.34,72.09,7500,1,0,7.5
5,200,2,5200,1,1438892768,5.14,1,1,23.34,72.09,7500,1,0,7.5
7,200,2,5200,1,1438997081,5.14,1,1,23.34,72.09,7500,1,0,7.5
9,200,2,5200,1,1439090022,5.14,1,1,23.34,72.09,7500,1,0,7.5
2,200,2,5200,1,1438639500,5.14,1,1,23.34,72.09,7500,1,0,7.5
4,200,2,5200,1,1438782259,5.14,1,1,23.34,72.09,7500,1,0,7.5
6,200,2,5200,1,1438894849,5.14,1,1,23.34,72.09,7500,1,0,7.5
8,200,2,5200,1,1439014441,5.14,1,1,23.34,72.09,7500,1,0,7.5
10,200,2,5200,1,1439120690,5.14,1,1,23.34,72.09,7500,1,0,7.5
