"run","randomSeed","applicationcost","risktox","PestCount","erzeugerpreis","fungizid","septoria_count","behaviour","tox","cropCount","resistance"
1,1577411226,5.14,1,50,23.34,72.09,500,0,7.5,515,2
2,1577418864,5.14,1,50,23.34,72.09,500,0,7.5,515,2
3,1577421663,5.14,1,50,23.34,72.09,500,0,7.5,515,2
4,1577423525,5.14,1,50,23.34,72.09,500,0,7.5,515,2
5,1577424659,5.14,1,50,23.34,72.09,500,0,7.5,515,2
6,1577425753,5.14,1,50,23.34,72.09,500,0,7.5,515,2
7,1577426592,5.14,1,50,23.34,72.09,500,0,7.5,515,2
8,1577427464,5.14,1,50,23.34,72.09,500,0,7.5,515,2
9,1577428297,5.14,1,50,23.34,72.09,500,0,7.5,515,2
10,1577429031,5.14,1,50,23.34,72.09,500,0,7.5,515,2
