"run","tick","IntegralBHGR","IntegralBHGR1","IntegralBHGR2","IntegralBHGRErtrag","IntegralBHGRErtrag1","IntegralBHGRErtrag2","IntegralBHGRsicht","IntegralBHGRsicht1","IntegralBHGRsicht2","IntegralBHST","IntegralBHST1","IntegralBHST2","IntegralBHSTertrag","IntegralBHSTertrag1","IntegralBHSTertrag2","IntegralBHSTsicht","IntegralBHSTsicht1","IntegralBHSTsicht2","GRCount","GRertragCount","GRsichtCount","STCount","STertragCount","STsichtCount","Resistance","Behaviour","Jahr"
1,166.0,428.0,204.0,224.0,71.0,20.0,51.0,232.0,137.0,95.0,10551.0,4116.0,6435.0,7927.0,2481.0,5446.0,9502.0,3067.0,6435.0,3317.0,829.0,1639.0,337995.0,97478.0,261764.0,2.0,0.0,17.0
3,166.0,321.0,177.0,144.0,91.0,26.0,65.0,204.0,124.0,80.0,10581.0,4146.0,6435.0,9211.0,2971.0,6240.0,9532.0,3097.0,6435.0,2582.0,962.0,1566.0,336431.0,178093.0,260266.0,2.0,0.0,17.0
5,166.0,385.0,164.0,221.0,144.0,28.0,116.0,240.0,95.0,145.0,10641.0,4144.0,6497.0,9230.0,2925.0,6305.0,9474.0,3039.0,6435.0,2962.0,1365.0,1948.0,329979.0,177236.0,255564.0,2.0,0.0,17.0
7,166.0,226.0,143.0,83.0,52.0,2.0,50.0,173.0,93.0,80.0,10562.0,4127.0,6435.0,6975.0,1998.0,4977.0,9492.0,3057.0,6435.0,2085.0,709.0,1301.0,342229.0,74132.0,265037.0,2.0,0.0,17.0
9,166.0,337.0,192.0,145.0,59.0,9.0,50.0,204.0,124.0,80.0,9630.0,3789.0,5841.0,7166.0,2566.0,4600.0,8609.0,2903.0,5706.0,2953.0,902.0,1644.0,143990.0,72345.0,108492.0,2.0,0.0,17.0
11,166.0,227.0,129.0,98.0,64.0,14.0,50.0,171.0,91.0,80.0,10532.0,4100.0,6432.0,9164.0,2938.0,6226.0,9471.0,3050.0,6421.0,2273.0,768.0,1382.0,335411.0,182418.0,259026.0,2.0,0.0,17.0
13,166.0,410.0,198.0,212.0,124.0,23.0,101.0,261.0,131.0,130.0,10592.0,4157.0,6435.0,9205.0,2965.0,6240.0,9524.0,3089.0,6435.0,3215.0,1072.0,1808.0,331408.0,174254.0,257119.0,2.0,0.0,17.0
15,166.0,413.0,206.0,207.0,91.0,26.0,65.0,225.0,130.0,95.0,9579.0,3800.0,5779.0,2981.0,1370.0,1611.0,8584.0,2878.0,5706.0,3102.0,1070.0,1786.0,142938.0,23807.0,107867.0,2.0,0.0,17.0
17,166.0,432.0,258.0,174.0,104.0,39.0,65.0,279.0,183.0,96.0,10577.0,4142.0,6435.0,7182.0,2011.0,5171.0,9489.0,3054.0,6435.0,3469.0,1226.0,2150.0,328977.0,75575.0,255327.0,2.0,0.0,17.0
19,166.0,282.0,188.0,94.0,23.0,23.0,0.0,157.0,127.0,30.0,10556.0,4124.0,6432.0,8044.0,2532.0,5512.0,9471.0,3051.0,6420.0,2583.0,828.0,1611.0,322064.0,99324.0,250195.0,2.0,0.0,17.0
21,166.0,177.0,109.0,68.0,51.0,1.0,50.0,113.0,63.0,50.0,10504.0,4072.0,6432.0,7358.0,2122.0,5236.0,9361.0,2991.0,6370.0,1542.0,546.0,884.0,334109.0,79355.0,258435.0,2.0,0.0,17.0
23,166.0,430.0,218.0,212.0,81.0,29.0,52.0,213.0,131.0,82.0,9653.0,3809.0,5844.0,2590.0,1190.0,1400.0,8621.0,2901.0,5720.0,2977.0,1021.0,1769.0,145507.0,21500.0,109547.0,2.0,0.0,17.0
25,166.0,423.0,187.0,236.0,212.0,32.0,180.0,317.0,120.0,197.0,10579.0,4144.0,6435.0,7889.0,2444.0,5445.0,9512.0,3077.0,6435.0,3433.0,1518.0,2189.0,329301.0,92386.0,255614.0,2.0,0.0,17.0
27,166.0,269.0,175.0,94.0,64.0,14.0,50.0,183.0,117.0,66.0,10588.0,4153.0,6435.0,9223.0,2983.0,6240.0,9516.0,3081.0,6435.0,2391.0,693.0,1420.0,328058.0,181364.0,253882.0,2.0,0.0,17.0
29,166.0,388.0,181.0,207.0,131.0,15.0,116.0,249.0,104.0,145.0,10579.0,4144.0,6435.0,6988.0,1947.0,5041.0,9530.0,3095.0,6435.0,2730.0,1066.0,1634.0,334636.0,71546.0,259675.0,2.0,0.0,17.0
31,166.0,385.0,164.0,221.0,150.0,34.0,116.0,258.0,112.0,146.0,10540.0,4105.0,6435.0,6689.0,1843.0,4846.0,9465.0,3030.0,6435.0,3059.0,1275.0,1891.0,320822.0,67290.0,248283.0,2.0,0.0,17.0
33,166.0,249.0,154.0,95.0,84.0,33.0,51.0,197.0,116.0,81.0,10551.0,4116.0,6435.0,9141.0,2916.0,6225.0,9478.0,3043.0,6435.0,2585.0,1015.0,1655.0,335304.0,176533.0,260187.0,2.0,0.0,17.0
35,166.0,475.0,215.0,260.0,99.0,34.0,65.0,217.0,137.0,80.0,10675.0,4175.0,6500.0,7009.0,2018.0,4991.0,9580.0,3080.0,6500.0,3455.0,990.0,1746.0,345570.0,74165.0,267013.0,2.0,0.0,17.0
37,166.0,249.0,154.0,95.0,28.0,28.0,0.0,140.0,110.0,30.0,10636.0,4136.0,6500.0,9157.0,2867.0,6290.0,9498.0,2998.0,6500.0,2093.0,787.0,1359.0,324030.0,170319.0,250332.0,2.0,0.0,17.0
39,166.0,314.0,155.0,159.0,26.0,26.0,0.0,146.0,116.0,30.0,9664.0,3820.0,5844.0,2781.0,1262.0,1519.0,8662.0,2892.0,5770.0,2690.0,658.0,1320.0,145270.0,22232.0,108983.0,2.0,0.0,17.0
41,166.0,213.0,172.0,41.0,26.0,26.0,0.0,148.0,118.0,30.0,10536.0,4101.0,6435.0,8130.0,2554.0,5576.0,9505.0,3070.0,6435.0,2050.0,651.0,1293.0,328645.0,97740.0,254226.0,2.0,0.0,17.0
43,166.0,403.0,232.0,171.0,162.0,47.0,115.0,302.0,157.0,145.0,10577.0,4142.0,6435.0,9185.0,2945.0,6240.0,9512.0,3077.0,6435.0,3720.0,1334.0,2221.0,340321.0,181283.0,264015.0,2.0,0.0,17.0
45,166.0,408.0,223.0,185.0,98.0,46.0,52.0,269.0,159.0,110.0,10564.0,4129.0,6435.0,6715.0,1869.0,4846.0,9473.0,3038.0,6435.0,3290.0,1162.0,2062.0,336486.0,69189.0,260477.0,2.0,0.0,17.0
47,166.0,364.0,157.0,207.0,121.0,6.0,115.0,238.0,108.0,130.0,10577.0,4142.0,6435.0,8044.0,2534.0,5510.0,9510.0,3075.0,6435.0,2983.0,1063.0,1651.0,333950.0,95258.0,257963.0,2.0,0.0,17.0
