"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,80,2,2080,3,-357599351,5.14,1,1,23.34,72.09,3000,1,0,7.5
2,80,2,2080,3,-357594092,5.14,1,1,23.34,72.09,3000,1,0,7.5
3,80,2,2080,3,-357590814,5.14,1,1,23.34,72.09,3000,1,0,7.5
4,80,2,2080,3,-357588446,5.14,1,1,23.34,72.09,3000,1,0,7.5
5,80,2,2080,3,-357586298,5.14,1,1,23.34,72.09,3000,1,0,7.5
6,80,2,2080,3,-357584282,5.14,1,1,23.34,72.09,3000,1,0,7.5
7,80,2,2080,3,-357582139,5.14,1,1,23.34,72.09,3000,1,0,7.5
8,80,2,2080,3,-357580188,5.14,1,1,23.34,72.09,3000,1,0,7.5
9,80,2,2080,3,-357578360,5.14,1,1,23.34,72.09,3000,1,0,7.5
10,80,2,2080,3,-357576434,5.14,1,1,23.34,72.09,3000,1,0,7.5
