"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,700,2,2080,3,146488702,5.14,1,1,23.34,72.09,1000,1,0,7.5
2,700,2,2080,3,146493767,5.14,1,1,23.34,72.09,1000,1,0,7.5
3,700,2,2080,3,146497540,5.14,1,1,23.34,72.09,1000,1,0,7.5
4,700,2,2080,3,146499696,5.14,1,1,23.34,72.09,1000,1,0,7.5
5,700,2,2080,3,146501078,5.14,1,1,23.34,72.09,1000,1,0,7.5
6,700,2,2080,3,146501968,5.14,1,1,23.34,72.09,1000,1,0,7.5
7,700,2,2080,3,146503024,5.14,1,1,23.34,72.09,1000,1,0,7.5
8,700,2,2080,3,146504451,5.14,1,1,23.34,72.09,1000,1,0,7.5
9,700,2,2080,3,146505396,5.14,1,1,23.34,72.09,1000,1,0,7.5
10,700,2,2080,3,146506287,5.14,1,1,23.34,72.09,1000,1,0,7.5
