"run","randomSeed","applicationcost","risktox","PestCount","erzeugerpreis","fungizid","septoria_count","behaviour","tox","cropCount","resistance"
1,1576810453,5.14,1,50,23.34,72.09,500,0,7.5,515,1
2,1576827455,5.14,1,50,23.34,72.09,500,0,7.5,515,1
3,1576834826,5.14,1,50,23.34,72.09,500,0,7.5,515,1
4,1576842979,5.14,1,50,23.34,72.09,500,0,7.5,515,1
5,1576849265,5.14,1,50,23.34,72.09,500,0,7.5,515,1
6,1576857108,5.14,1,50,23.34,72.09,500,0,7.5,515,1
7,1576864457,5.14,1,50,23.34,72.09,500,0,7.5,515,1
8,1576872164,5.14,1,50,23.34,72.09,500,0,7.5,515,1
9,1576877758,5.14,1,50,23.34,72.09,500,0,7.5,515,1
10,1576884751,5.14,1,50,23.34,72.09,500,0,7.5,515,1
