"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,80,2,2080,3,246385956,5.14,1,1,23.34,72.09,2200,1,2,7.5
2,80,2,2080,3,246394706,5.14,1,1,23.34,72.09,2200,1,2,7.5
3,80,2,2080,3,246398697,5.14,1,1,23.34,72.09,2200,1,2,7.5
4,80,2,2080,3,246403017,5.14,1,1,23.34,72.09,2200,1,2,7.5
5,80,2,2080,3,246406937,5.14,1,1,23.34,72.09,2200,1,2,7.5
6,80,2,2080,3,246410418,5.14,1,1,23.34,72.09,2200,1,2,7.5
7,80,2,2080,3,246415459,5.14,1,1,23.34,72.09,2200,1,2,7.5
8,80,2,2080,3,246420641,5.14,1,1,23.34,72.09,2200,1,2,7.5
9,80,2,2080,3,246424273,5.14,1,1,23.34,72.09,2200,1,2,7.5
10,80,2,2080,3,246428449,5.14,1,1,23.34,72.09,2200,1,2,7.5
