"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,200,2,5200,3,1669106065,5.14,1,1,23.34,72.09,7500,1,0,7.5
3,200,2,5200,3,1669122541,5.14,1,1,23.34,72.09,7500,1,0,7.5
5,200,2,5200,3,1669132786,5.14,1,1,23.34,72.09,7500,1,0,7.5
7,200,2,5200,3,1669142125,5.14,1,1,23.34,72.09,7500,1,0,7.5
9,200,2,5200,3,1669151788,5.14,1,1,23.34,72.09,7500,1,0,7.5
2,200,2,5200,3,1669106320,5.14,1,1,23.34,72.09,7500,1,0,7.5
4,200,2,5200,3,1669123340,5.14,1,1,23.34,72.09,7500,1,0,7.5
6,200,2,5200,3,1669133297,5.14,1,1,23.34,72.09,7500,1,0,7.5
8,200,2,5200,3,1669142494,5.14,1,1,23.34,72.09,7500,1,0,7.5
10,200,2,5200,3,1669151623,5.14,1,1,23.34,72.09,7500,1,0,7.5
