"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,700,2,2080,1,-283304376,5.14,1,1,23.34,72.09,300,1,0,7.5
2,700,2,2080,1,-283260068,5.14,1,1,23.34,72.09,300,1,0,7.5
3,700,2,2080,1,-283217332,5.14,1,1,23.34,72.09,300,1,0,7.5
4,700,2,2080,1,-283175186,5.14,1,1,23.34,72.09,300,1,0,7.5
5,700,2,2080,1,-283133781,5.14,1,1,23.34,72.09,300,1,0,7.5
6,700,2,2080,1,-283092167,5.14,1,1,23.34,72.09,300,1,0,7.5
7,700,2,2080,1,-283050461,5.14,1,1,23.34,72.09,300,1,0,7.5
8,700,2,2080,1,-283009724,5.14,1,1,23.34,72.09,300,1,0,7.5
9,700,2,2080,1,-282969944,5.14,1,1,23.34,72.09,300,1,0,7.5
10,700,2,2080,1,-282930347,5.14,1,1,23.34,72.09,300,1,0,7.5
