"run","tick","IntegralBHGR","IntegralBHGR1","IntegralBHGR2","IntegralBHGRErtrag","IntegralBHGRErtrag1","IntegralBHGRErtrag2","IntegralBHGRsicht","IntegralBHGRsicht1","IntegralBHGRsicht2","IntegralBHST","IntegralBHST1","IntegralBHST2","IntegralBHSTertrag","IntegralBHSTertrag1","IntegralBHSTertrag2","IntegralBHSTsicht","IntegralBHSTsicht1","IntegralBHSTsicht2","GRCount","GRertragCount","GRsichtCount","STCount","STertragCount","STsichtCount","Resistance","Behaviour","Jahr","GRsichtCount2","GRCount1","GRCount2","GRertragCount1","GRertragCount2","GRsichtCount1"
1,166.0,962.0,238.0,724.0,388.0,40.0,348.0,491.0,120.0,371.0,10754.0,4319.0,6435.0,3573.0,1103.0,2470.0,10274.0,3839.0,6435.0,49289.0,14480.0,18565.0,1268664.0,98343.0,1059960.0,2.0,0.0,17.0,13848.0,10060.0,39229.0,1557.0,12923.0,4717.0
3,166.0,1083.0,293.0,790.0,508.0,45.0,463.0,648.0,162.0,486.0,10776.0,4341.0,6435.0,3627.0,1157.0,2470.0,10318.0,3883.0,6435.0,62220.0,19046.0,24299.0,1289736.0,98221.0,1073312.0,2.0,0.0,17.0,18548.0,12392.0,49828.0,1696.0,17350.0,5751.0
5,166.0,1054.0,268.0,786.0,430.0,34.0,396.0,566.0,143.0,423.0,10763.0,4328.0,6435.0,3796.0,1132.0,2664.0,10248.0,3813.0,6435.0,48119.0,14383.0,18705.0,1289555.0,103933.0,1072051.0,2.0,0.0,17.0,13911.0,10334.0,37785.0,1432.0,12951.0,4794.0
7,166.0,766.0,174.0,592.0,302.0,19.0,283.0,392.0,83.0,309.0,10754.0,4319.0,6435.0,3582.0,1112.0,2470.0,10287.0,3852.0,6435.0,38281.0,11936.0,14950.0,1291016.0,99738.0,1075700.0,2.0,0.0,17.0,11929.0,6859.0,31422.0,874.0,11062.0,3021.0
9,166.0,1131.0,277.0,854.0,505.0,47.0,458.0,628.0,144.0,484.0,10776.0,4341.0,6435.0,3733.0,1133.0,2600.0,10297.0,3862.0,6435.0,56674.0,16771.0,21634.0,1289841.0,103236.0,1073581.0,2.0,0.0,17.0,16241.0,11610.0,45064.0,1689.0,15082.0,5393.0
2,166.0,1055.0,255.0,800.0,425.0,27.0,398.0,566.0,138.0,428.0,10776.0,4341.0,6435.0,3737.0,1137.0,2600.0,10254.0,3819.0,6435.0,47315.0,13578.0,18010.0,1281823.0,102247.0,1071969.0,2.0,0.0,17.0,13448.0,9842.0,37473.0,1204.0,12374.0,4562.0
4,166.0,888.0,229.0,659.0,332.0,35.0,297.0,442.0,123.0,319.0,10776.0,4341.0,6435.0,3701.0,1101.0,2600.0,10289.0,3854.0,6435.0,48897.0,13767.0,17875.0,1281210.0,101904.0,1068805.0,2.0,0.0,17.0,13370.0,9818.0,39079.0,1382.0,12385.0,4505.0
6,166.0,861.0,205.0,656.0,365.0,22.0,343.0,461.0,104.0,357.0,10763.0,4328.0,6435.0,3671.0,1136.0,2535.0,10279.0,3844.0,6435.0,36099.0,11358.0,14500.0,1280176.0,100385.0,1068514.0,2.0,0.0,17.0,10955.0,7698.0,28401.0,1020.0,10338.0,3545.0
8,166.0,856.0,200.0,656.0,372.0,25.0,347.0,469.0,107.0,362.0,10776.0,4341.0,6435.0,3494.0,1089.0,2405.0,10300.0,3865.0,6435.0,46944.0,13778.0,17653.0,1259466.0,97226.0,1052146.0,2.0,0.0,17.0,13647.0,8878.0,38066.0,1120.0,12658.0,4006.0
10,166.0,965.0,241.0,724.0,371.0,23.0,348.0,487.0,119.0,368.0,10778.0,4343.0,6435.0,3646.0,1111.0,2535.0,10286.0,3851.0,6435.0,42952.0,12529.0,15955.0,1263778.0,97409.0,1056004.0,2.0,0.0,17.0,12232.0,8304.0,34648.0,1115.0,11414.0,3723.0
