"run","tick","IntegralBHGR","IntegralBHGR1","IntegralBHGR2","IntegralBHGRErtrag","IntegralBHGRErtrag1","IntegralBHGRErtrag2","IntegralBHGRsicht","IntegralBHGRsicht1","IntegralBHGRsicht2","IntegralBHST","IntegralBHST1","IntegralBHST2","IntegralBHSTertrag","IntegralBHSTertrag1","IntegralBHSTertrag2","IntegralBHSTsicht","IntegralBHSTsicht1","IntegralBHSTsicht2","GRCount","GRertragCount","GRsichtCount","STCount","STertragCount","STsichtCount","Resistance","Behaviour","Jahr","GRsichtCount2","GRCount1","GRCount2","GRertragCount1","GRertragCount2","GRsichtCount1"
1,166.0,38.0,38.0,0.0,0.0,0.0,0.0,19.0,19.0,0.0,10216.0,3794.0,6422.0,600.0,600.0,0.0,8862.0,3272.0,5590.0,2045.0,309.0,989.0,916607.0,15126.0,424659.0,3.0,2.0,17.0,185.0,1303.0,742.0,158.0,151.0,804.0
2,166.0,38.0,38.0,0.0,0.0,0.0,0.0,21.0,21.0,0.0,10219.0,3797.0,6422.0,575.0,575.0,0.0,8892.0,3302.0,5590.0,1690.0,355.0,1049.0,905183.0,14527.0,421877.0,3.0,2.0,17.0,123.0,1419.0,271.0,252.0,103.0,926.0
3,166.0,35.0,35.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,10220.0,3798.0,6422.0,592.0,592.0,0.0,8897.0,3307.0,5590.0,2176.0,385.0,1127.0,920780.0,15087.0,428469.0,3.0,2.0,17.0,173.0,1490.0,686.0,234.0,151.0,954.0
4,166.0,26.0,26.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,10220.0,3798.0,6422.0,586.0,586.0,0.0,8898.0,3308.0,5590.0,1669.0,237.0,878.0,919848.0,14812.0,427374.0,3.0,2.0,17.0,126.0,1225.0,444.0,137.0,100.0,752.0
5,166.0,60.0,60.0,0.0,0.0,0.0,0.0,23.0,23.0,0.0,9942.0,3838.0,6104.0,1254.0,734.0,520.0,9050.0,3330.0,5720.0,2316.0,452.0,1233.0,666394.0,29682.0,475184.0,3.0,2.0,17.0,213.0,1655.0,661.0,298.0,154.0,1020.0
6,166.0,37.0,37.0,0.0,0.0,0.0,0.0,19.0,19.0,0.0,10147.0,3913.0,6234.0,1126.0,671.0,455.0,9177.0,3327.0,5850.0,1525.0,212.0,828.0,667333.0,27017.0,474370.0,3.0,2.0,17.0,65.0,1285.0,240.0,161.0,51.0,763.0
7,166.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10391.0,3961.0,6430.0,3681.0,821.0,2860.0,9451.0,3341.0,6110.0,1360.0,309.0,746.0,1028426.0,103460.0,603021.0,3.0,2.0,17.0,173.0,870.0,490.0,157.0,152.0,573.0
8,166.0,26.0,26.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,10217.0,3795.0,6422.0,588.0,588.0,0.0,8898.0,3308.0,5590.0,1488.0,218.0,693.0,905850.0,15016.0,425669.0,3.0,2.0,17.0,76.0,984.0,504.0,167.0,51.0,617.0
9,166.0,39.0,39.0,0.0,1.0,1.0,0.0,22.0,22.0,0.0,10216.0,3794.0,6422.0,576.0,576.0,0.0,8866.0,3276.0,5590.0,2421.0,345.0,1305.0,916327.0,14419.0,420364.0,3.0,2.0,17.0,174.0,1793.0,628.0,191.0,154.0,1131.0
10,166.0,27.0,27.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,10050.0,3881.0,6169.0,1138.0,683.0,455.0,9099.0,3314.0,5785.0,1353.0,244.0,778.0,664256.0,27684.0,473599.0,3.0,2.0,17.0,12.0,1153.0,200.0,244.0,0.0,766.0
