"run","randomSeed","applicationcost","risktox","PestCount","erzeugerpreis","fungizid","septoria_count","behaviour","tox","cropCount","resistance"
1,-1773028724,5.14,1,20,23.34,72.09,600,0,7.5,520,2
3,-1773019556,5.14,1,20,23.34,72.09,600,0,7.5,520,2
5,-1773016205,5.14,1,20,23.34,72.09,600,0,7.5,520,2
7,-1773013770,5.14,1,20,23.34,72.09,600,0,7.5,520,2
9,-1773012489,5.14,1,20,23.34,72.09,600,0,7.5,520,2
11,-1773011473,5.14,1,20,23.34,72.09,600,0,7.5,520,2
13,-1773009831,5.14,1,20,23.34,72.09,600,0,7.5,520,2
15,-1773009267,5.14,1,20,23.34,72.09,600,0,7.5,520,2
17,-1773007960,5.14,1,20,23.34,72.09,600,0,7.5,520,2
19,-1773007253,5.14,1,20,23.34,72.09,600,0,7.5,520,2
21,-1773006302,5.14,1,20,23.34,72.09,600,0,7.5,520,2
23,-1773005261,5.14,1,20,23.34,72.09,600,0,7.5,520,2
25,-1773004068,5.14,1,20,23.34,72.09,600,0,7.5,520,2
27,-1773003383,5.14,1,20,23.34,72.09,600,0,7.5,520,2
29,-1773002642,5.14,1,20,23.34,72.09,600,0,7.5,520,2
31,-1773000848,5.14,1,20,23.34,72.09,600,0,7.5,520,2
33,-1772999903,5.14,1,20,23.34,72.09,600,0,7.5,520,2
35,-1772998863,5.14,1,20,23.34,72.09,600,0,7.5,520,2
37,-1772998099,5.14,1,20,23.34,72.09,600,0,7.5,520,2
39,-1772997334,5.14,1,20,23.34,72.09,600,0,7.5,520,2
41,-1772996374,5.14,1,20,23.34,72.09,600,0,7.5,520,2
43,-1772995522,5.14,1,20,23.34,72.09,600,0,7.5,520,2
45,-1772994772,5.14,1,20,23.34,72.09,600,0,7.5,520,2
47,-1772993989,5.14,1,20,23.34,72.09,600,0,7.5,520,2
49,-1772993244,5.14,1,20,23.34,72.09,600,0,7.5,520,2
2,-1773028712,5.14,1,20,23.34,72.09,600,0,7.5,520,2
4,-1773019156,5.14,1,20,23.34,72.09,600,0,7.5,520,2
6,-1773015506,5.14,1,20,23.34,72.09,600,0,7.5,520,2
8,-1773013941,5.14,1,20,23.34,72.09,600,0,7.5,520,2
10,-1773012604,5.14,1,20,23.34,72.09,600,0,7.5,520,2
12,-1773011728,5.14,1,20,23.34,72.09,600,0,7.5,520,2
14,-1773010023,5.14,1,20,23.34,72.09,600,0,7.5,520,2
16,-1773009133,5.14,1,20,23.34,72.09,600,0,7.5,520,2
18,-1773008123,5.14,1,20,23.34,72.09,600,0,7.5,520,2
20,-1773007366,5.14,1,20,23.34,72.09,600,0,7.5,520,2
22,-1773006363,5.14,1,20,23.34,72.09,600,0,7.5,520,2
24,-1773005511,5.14,1,20,23.34,72.09,600,0,7.5,520,2
26,-1773004402,5.14,1,20,23.34,72.09,600,0,7.5,520,2
28,-1773003426,5.14,1,20,23.34,72.09,600,0,7.5,520,2
30,-1773002016,5.14,1,20,23.34,72.09,600,0,7.5,520,2
32,-1773000620,5.14,1,20,23.34,72.09,600,0,7.5,520,2
34,-1772999356,5.14,1,20,23.34,72.09,600,0,7.5,520,2
36,-1772998526,5.14,1,20,23.34,72.09,600,0,7.5,520,2
38,-1772997776,5.14,1,20,23.34,72.09,600,0,7.5,520,2
40,-1772996900,5.14,1,20,23.34,72.09,600,0,7.5,520,2
42,-1772996061,5.14,1,20,23.34,72.09,600,0,7.5,520,2
44,-1772995288,5.14,1,20,23.34,72.09,600,0,7.5,520,2
46,-1772994443,5.14,1,20,23.34,72.09,600,0,7.5,520,2
48,-1772993724,5.14,1,20,23.34,72.09,600,0,7.5,520,2
50,-1772992832,5.14,1,20,23.34,72.09,600,0,7.5,520,2
