"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,80,2,2080,1,-298066383,5.14,1,1,23.34,72.09,2000,1,0,7.5
2,80,2,2080,1,-298038322,5.14,1,1,23.34,72.09,2000,1,0,7.5
3,80,2,2080,1,-298014106,5.14,1,1,23.34,72.09,2000,1,0,7.5
4,80,2,2080,1,-297989474,5.14,1,1,23.34,72.09,2000,1,0,7.5
5,80,2,2080,1,-297965152,5.14,1,1,23.34,72.09,2000,1,0,7.5
6,80,2,2080,1,-297941345,5.14,1,1,23.34,72.09,2000,1,0,7.5
7,80,2,2080,1,-297919482,5.14,1,1,23.34,72.09,2000,1,0,7.5
8,80,2,2080,1,-297895424,5.14,1,1,23.34,72.09,2000,1,0,7.5
9,80,2,2080,1,-297872158,5.14,1,1,23.34,72.09,2000,1,0,7.5
10,80,2,2080,1,-297848664,5.14,1,1,23.34,72.09,2000,1,0,7.5
