"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,200,2,5200,3,1685284504,5.14,1,1,23.34,72.09,7500,1,0,7.5
3,200,2,5200,3,1685316285,5.14,1,1,23.34,72.09,7500,1,0,7.5
5,200,2,5200,3,1685338763,5.14,1,1,23.34,72.09,7500,1,0,7.5
7,200,2,5200,3,1685362000,5.14,1,1,23.34,72.09,7500,1,0,7.5
9,200,2,5200,3,1685382836,5.14,1,1,23.34,72.09,7500,1,0,7.5
2,200,2,5200,3,1685287100,5.14,1,1,23.34,72.09,7500,1,0,7.5
4,200,2,5200,3,1685320081,5.14,1,1,23.34,72.09,7500,1,0,7.5
6,200,2,5200,3,1685344181,5.14,1,1,23.34,72.09,7500,1,0,7.5
8,200,2,5200,3,1685364632,5.14,1,1,23.34,72.09,7500,1,0,7.5
10,200,2,5200,3,1685388356,5.14,1,1,23.34,72.09,7500,1,0,7.5
