"run","randomSeed","applicationcost","risktox","PestCount","erzeugerpreis","fungizid","septoria_count","behaviour","tox","cropCount","resistance"
1,1926882750,5.14,1,5,23.34,72.09,500,0,7.5,515,1
3,1926920554,5.14,1,5,23.34,72.09,500,0,7.5,515,1
5,1926948870,5.14,1,5,23.34,72.09,500,0,7.5,515,1
7,1926996903,5.14,1,5,23.34,72.09,500,0,7.5,515,1
9,1927045122,5.14,1,5,23.34,72.09,500,0,7.5,515,1
2,1926882727,5.14,1,5,23.34,72.09,500,0,7.5,515,1
4,1926912773,5.14,1,5,23.34,72.09,500,0,7.5,515,1
6,1926927770,5.14,1,5,23.34,72.09,500,0,7.5,515,1
8,1926958157,5.14,1,5,23.34,72.09,500,0,7.5,515,1
10,1927003079,5.14,1,5,23.34,72.09,500,0,7.5,515,1
