"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,2,2,2080,1,264140414,5.14,1,1,23.34,72.09,2500,2,2,7.5
2,2,2,2080,1,264146850,5.14,1,1,23.34,72.09,2500,2,2,7.5
3,2,2,2080,1,264150378,5.14,1,1,23.34,72.09,2500,2,2,7.5
4,2,2,2080,1,264153765,5.14,1,1,23.34,72.09,2500,2,2,7.5
5,2,2,2080,1,264156513,5.14,1,1,23.34,72.09,2500,2,2,7.5
6,2,2,2080,1,264159379,5.14,1,1,23.34,72.09,2500,2,2,7.5
7,2,2,2080,1,264162596,5.14,1,1,23.34,72.09,2500,2,2,7.5
8,2,2,2080,1,264165262,5.14,1,1,23.34,72.09,2500,2,2,7.5
9,2,2,2080,1,264167711,5.14,1,1,23.34,72.09,2500,2,2,7.5
10,2,2,2080,1,264170346,5.14,1,1,23.34,72.09,2500,2,2,7.5
