"run","tick","IntegralBHGR","IntegralBHGR1","IntegralBHGR2","IntegralBHGRErtrag","IntegralBHGRErtrag1","IntegralBHGRErtrag2","IntegralBHGRsicht","IntegralBHGRsicht1","IntegralBHGRsicht2","IntegralBHST","IntegralBHST1","IntegralBHST2","IntegralBHSTertrag","IntegralBHSTertrag1","IntegralBHSTertrag2","IntegralBHSTsicht","IntegralBHSTsicht1","IntegralBHSTsicht2","GRCount","GRertragCount","GRsichtCount","STCount","STertragCount","STsichtCount","Resistance","Behaviour","Jahr","GRsichtCount2","GRCount1","GRCount2","GRertragCount1","GRertragCount2","GRsichtCount1"
1,166.0,2147.0,1005.0,1142.0,1229.0,259.0,970.0,1650.0,608.0,1042.0,10355.0,4180.0,6175.0,767.0,767.0,0.0,9929.0,3754.0,6175.0,63163.0,32851.0,45182.0,750247.0,22990.0,681796.0,2.0,0.0,18.0,28684.0,31114.0,32049.0,6311.0,26540.0,16498.0
2,166.0,2272.0,1027.0,1245.0,1350.0,263.0,1087.0,1778.0,628.0,1150.0,10355.0,4180.0,6175.0,756.0,756.0,0.0,9936.0,3761.0,6175.0,68775.0,36052.0,49102.0,743925.0,22987.0,676305.0,2.0,2.0,18.0,31680.0,33242.0,35533.0,6490.0,29562.0,17422.0
3,166.0,291.0,291.0,0.0,53.0,53.0,0.0,197.0,197.0,0.0,3691.0,3691.0,0.0,758.0,758.0,0.0,2938.0,2938.0,0.0,7972.0,1454.0,5116.0,215884.0,23234.0,146852.0,2.0,3.0,18.0,0.0,7972.0,0.0,1454.0,0.0,5116.0
4,166.0,631.0,350.0,281.0,302.0,69.0,233.0,475.0,219.0,256.0,9374.0,3784.0,5590.0,461.0,461.0,0.0,8978.0,3388.0,5590.0,15983.0,7524.0,11627.0,453222.0,11783.0,419527.0,3.0,0.0,18.0,5984.0,9260.0,6723.0,2052.0,5472.0,5643.0
5,166.0,535.0,319.0,216.0,238.0,62.0,176.0,394.0,201.0,193.0,9265.0,3740.0,5525.0,458.0,458.0,0.0,8862.0,3337.0,5525.0,13594.0,5751.0,9688.0,451151.0,11784.0,417645.0,3.0,2.0,18.0,4349.0,8628.0,4966.0,1830.0,3921.0,5339.0
6,166.0,179.0,179.0,0.0,47.0,47.0,0.0,109.0,109.0,0.0,2040.0,2040.0,0.0,442.0,442.0,0.0,1657.0,1657.0,0.0,4367.0,1255.0,2751.0,102480.0,11432.0,67289.0,3.0,3.0,18.0,0.0,4367.0,0.0,1255.0,0.0,2751.0
7,166.0,2503.0,1176.0,1327.0,1460.0,304.0,1156.0,1954.0,724.0,1230.0,10355.0,4180.0,6175.0,763.0,763.0,0.0,9922.0,3747.0,6175.0,75926.0,39210.0,53932.0,751337.0,23025.0,682964.0,2.0,0.0,18.0,33996.0,37947.0,37979.0,7646.0,31564.0,19936.0
8,166.0,2233.0,1026.0,1207.0,1271.0,240.0,1031.0,1715.0,608.0,1107.0,10464.0,4224.0,6240.0,769.0,769.0,0.0,10014.0,3774.0,6240.0,69412.0,35993.0,49375.0,755915.0,23610.0,686818.0,2.0,2.0,18.0,32250.0,33163.0,36249.0,6019.0,29974.0,17125.0
9,166.0,432.0,431.0,1.0,138.0,138.0,0.0,246.0,246.0,0.0,2016.0,2016.0,0.0,549.0,549.0,0.0,1578.0,1578.0,0.0,14156.0,4367.0,7691.0,146349.0,17229.0,76567.0,2.0,3.0,18.0,827.0,13095.0,1061.0,3565.0,802.0,6864.0
10,166.0,475.0,311.0,164.0,178.0,59.0,119.0,329.0,191.0,138.0,9265.0,3740.0,5525.0,466.0,466.0,0.0,8873.0,3348.0,5525.0,12785.0,5555.0,9184.0,459108.0,11857.0,424636.0,3.0,0.0,18.0,4294.0,7865.0,4920.0,1718.0,3837.0,4890.0
