"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,80,2,2080,3,249382215,5.14,1,1,23.34,72.09,2200,1,2,7.5
2,80,2,2080,3,249390304,5.14,1,1,23.34,72.09,2200,1,2,7.5
3,80,2,2080,3,249395772,5.14,1,1,23.34,72.09,2200,1,2,7.5
4,80,2,2080,3,249399092,5.14,1,1,23.34,72.09,2200,1,2,7.5
5,80,2,2080,3,249401277,5.14,1,1,23.34,72.09,2200,1,2,7.5
6,80,2,2080,3,249403430,5.14,1,1,23.34,72.09,2200,1,2,7.5
7,80,2,2080,3,249405480,5.14,1,1,23.34,72.09,2200,1,2,7.5
8,80,2,2080,3,249407263,5.14,1,1,23.34,72.09,2200,1,2,7.5
9,80,2,2080,3,249409104,5.14,1,1,23.34,72.09,2200,1,2,7.5
10,80,2,2080,3,249411041,5.14,1,1,23.34,72.09,2200,1,2,7.5
