"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,200,2,5200,2,1445648733,5.14,1,1,23.34,72.09,7500,1,0,7.5
3,200,2,5200,2,1445668554,5.14,1,1,23.34,72.09,7500,1,0,7.5
5,200,2,5200,2,1445685706,5.14,1,1,23.34,72.09,7500,1,0,7.5
7,200,2,5200,2,1445699326,5.14,1,1,23.34,72.09,7500,1,0,7.5
9,200,2,5200,2,1445714894,5.14,1,1,23.34,72.09,7500,1,0,7.5
2,200,2,5200,2,1445648872,5.14,1,1,23.34,72.09,7500,1,0,7.5
4,200,2,5200,2,1445670946,5.14,1,1,23.34,72.09,7500,1,0,7.5
6,200,2,5200,2,1445686399,5.14,1,1,23.34,72.09,7500,1,0,7.5
8,200,2,5200,2,1445699730,5.14,1,1,23.34,72.09,7500,1,0,7.5
10,200,2,5200,2,1445713555,5.14,1,1,23.34,72.09,7500,1,0,7.5
