"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,80,2,2080,2,-358583237,5.14,1,1,23.34,72.09,3000,1,0,7.5
2,80,2,2080,2,-358574050,5.14,1,1,23.34,72.09,3000,1,0,7.5
3,80,2,2080,2,-358569783,5.14,1,1,23.34,72.09,3000,1,0,7.5
4,80,2,2080,2,-358565719,5.14,1,1,23.34,72.09,3000,1,0,7.5
5,80,2,2080,2,-358561900,5.14,1,1,23.34,72.09,3000,1,0,7.5
6,80,2,2080,2,-358558452,5.14,1,1,23.34,72.09,3000,1,0,7.5
7,80,2,2080,2,-358554919,5.14,1,1,23.34,72.09,3000,1,0,7.5
8,80,2,2080,2,-358551895,5.14,1,1,23.34,72.09,3000,1,0,7.5
9,80,2,2080,2,-358548889,5.14,1,1,23.34,72.09,3000,1,0,7.5
10,80,2,2080,2,-358545433,5.14,1,1,23.34,72.09,3000,1,0,7.5
