"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,200,2,5200,2,1445125778,5.14,1,1,23.34,72.09,7500,1,0,7.5
3,200,2,5200,2,1445147536,5.14,1,1,23.34,72.09,7500,1,0,7.5
5,200,2,5200,2,1445162753,5.14,1,1,23.34,72.09,7500,1,0,7.5
7,200,2,5200,2,1445177483,5.14,1,1,23.34,72.09,7500,1,0,7.5
9,200,2,5200,2,1445192373,5.14,1,1,23.34,72.09,7500,1,0,7.5
2,200,2,5200,2,1445126373,5.14,1,1,23.34,72.09,7500,1,0,7.5
4,200,2,5200,2,1445147635,5.14,1,1,23.34,72.09,7500,1,0,7.5
6,200,2,5200,2,1445163224,5.14,1,1,23.34,72.09,7500,1,0,7.5
8,200,2,5200,2,1445177791,5.14,1,1,23.34,72.09,7500,1,0,7.5
10,200,2,5200,2,1445191275,5.14,1,1,23.34,72.09,7500,1,0,7.5
