"run","tick","SchadenprozGRsicht","SchaedenprozGR","SchaedenprozGRE","SchaedenprozST","SchaedenprozSTE","SchaedenprzSTsicht","Resistance","Behaviour","AnzahlFungizidanw","Location"
1,1.0,0.0,0.5288461538461539,0.0,64.47115384615385,0.0,0.0,2.0,0.0,0.0,1.0
1,2.0,0.0,0.5288461538461539,0.0,64.47115384615385,0.0,0.0,2.0,0.0,0.0,1.0
1,3.0,0.0,0.5288461538461539,0.0,64.47115384615385,0.0,0.0,2.0,0.0,0.0,1.0
1,4.0,0.0,0.5288461538461539,0.0,64.47115384615385,0.0,0.0,2.0,0.0,0.0,1.0
1,5.0,0.0,0.5288461538461539,0.0,64.47115384615385,0.0,0.0,2.0,0.0,0.0,1.0
1,6.0,0.0,0.5288461538461539,0.0,64.47115384615385,0.0,0.0,2.0,0.0,0.0,1.0
1,7.0,0.0,0.5288461538461539,0.0,64.47115384615385,0.0,0.0,2.0,0.0,0.0,1.0
1,8.0,0.0,0.5288461538461539,0.0,64.47115384615385,0.0,0.0,2.0,0.0,0.0,1.0
1,9.0,0.0,0.5288461538461539,0.0,64.47115384615385,0.0,0.0,2.0,0.0,0.0,1.0
1,10.0,0.0,0.5288461538461539,0.0,64.47115384615385,0.0,0.0,2.0,0.0,0.0,1.0
1,11.0,0.0,0.5288461538461539,0.0,64.47115384615385,0.0,0.0,2.0,0.0,0.0,1.0
1,12.0,0.0,0.5288461538461539,0.0,64.47115384615385,0.0,0.0,2.0,0.0,0.0,1.0
1,13.0,0.0,0.5288461538461539,0.0,64.47115384615385,0.0,0.0,2.0,0.0,0.0,1.0
1,14.0,0.0,0.5288461538461539,0.0,64.47115384615385,0.0,0.0,2.0,0.0,0.0,1.0
1,15.0,0.0,0.5288461538461539,0.0,64.47115384615385,0.0,0.0,2.0,0.0,0.0,1.0
1,16.0,0.0,0.5288461538461539,0.0,64.47115384615385,0.0,0.0,2.0,0.0,0.0,1.0
1,17.0,0.0,0.5288461538461539,0.0,64.47115384615385,0.0,0.0,2.0,0.0,0.0,1.0
1,18.0,0.0,0.5288461538461539,0.0,64.47115384615385,0.0,0.0,2.0,0.0,0.0,1.0
1,19.0,0.0,0.5288461538461539,0.0,64.47115384615385,0.0,0.0,2.0,0.0,0.0,1.0
1,20.0,0.0,0.5288461538461539,0.0,64.47115384615385,0.0,0.0,2.0,0.0,0.0,1.0
1,21.0,0.0,0.5288461538461539,0.0,64.47115384615385,0.0,0.0,2.0,0.0,0.0,1.0
1,22.0,0.0,0.5288461538461539,0.0,64.47115384615385,0.0,0.0,2.0,0.0,0.0,1.0
1,23.0,0.0,0.5288461538461539,0.0,64.47115384615385,0.0,0.0,2.0,0.0,0.0,1.0
1,24.0,0.0,0.5288461538461539,0.0,64.47115384615385,0.0,0.0,2.0,0.0,0.0,1.0
1,25.0,0.09615384615384616,0.5288461538461539,0.09615384615384616,64.47115384615385,0.0,0.0,2.0,0.0,0.0,1.0
1,26.0,0.2403846153846154,0.5288461538461539,0.2403846153846154,64.47115384615385,0.0,0.0,2.0,0.0,0.0,1.0
1,27.0,0.2403846153846154,0.5288461538461539,0.2403846153846154,64.47115384615385,0.0,0.0,2.0,0.0,0.0,1.0
1,28.0,0.4326923076923077,0.7211538461538461,0.4326923076923077,64.47115384615385,0.0,0.0,2.0,0.0,0.0,1.0
1,29.0,0.4326923076923077,0.7211538461538461,0.4326923076923077,64.47115384615385,0.0,0.0,2.0,0.0,0.0,1.0
1,30.0,0.5288461538461539,1.0576923076923077,0.5288461538461539,64.47115384615385,0.0,0.0,2.0,0.0,0.0,1.0
1,31.0,0.5288461538461539,1.0576923076923077,0.5288461538461539,64.47115384615385,0.0,0.0,2.0,0.0,0.0,1.0
1,32.0,0.5288461538461539,1.0576923076923077,0.5288461538461539,64.47115384615385,0.0,0.0,2.0,0.0,0.0,1.0
1,33.0,0.5288461538461539,1.0576923076923077,0.5288461538461539,64.47115384615385,0.0,0.0,2.0,0.0,0.0,1.0
1,34.0,0.5288461538461539,1.0576923076923077,0.5288461538461539,64.47115384615385,64.47115384615385,64.47115384615385,2.0,0.0,0.0,1.0
1,35.0,0.5288461538461539,1.0576923076923077,0.5288461538461539,64.47115384615385,64.47115384615385,64.47115384615385,2.0,0.0,0.0,1.0
1,36.0,0.5288461538461539,1.5865384615384615,0.5288461538461539,64.47115384615385,64.47115384615385,64.47115384615385,2.0,0.0,0.0,1.0
1,37.0,0.5288461538461539,1.5865384615384615,0.5288461538461539,64.47115384615385,64.47115384615385,64.47115384615385,2.0,0.0,0.0,1.0
1,38.0,0.5288461538461539,1.5865384615384615,0.5288461538461539,64.47115384615385,64.47115384615385,64.47115384615385,2.0,0.0,0.0,1.0
1,39.0,0.5288461538461539,1.6826923076923077,0.5288461538461539,64.47115384615385,64.47115384615385,64.47115384615385,2.0,0.0,0.0,1.0
1,40.0,0.5288461538461539,1.6826923076923077,0.5288461538461539,64.47115384615385,64.47115384615385,64.47115384615385,2.0,0.0,0.0,1.0
1,41.0,0.5288461538461539,1.6826923076923077,0.5288461538461539,64.47115384615385,64.47115384615385,64.47115384615385,2.0,0.0,0.0,1.0
1,42.0,0.5288461538461539,1.6826923076923077,0.5288461538461539,64.47115384615385,64.47115384615385,64.47115384615385,2.0,0.0,0.0,1.0
1,43.0,0.5288461538461539,1.6826923076923077,0.5288461538461539,64.47115384615385,64.47115384615385,64.47115384615385,2.0,0.0,0.0,1.0
1,44.0,0.5288461538461539,1.6826923076923077,0.5288461538461539,64.47115384615385,64.47115384615385,64.47115384615385,2.0,0.0,0.0,1.0
1,45.0,0.576923076923077,1.6826923076923077,0.576923076923077,96.20192307692308,64.47115384615385,64.47115384615385,2.0,0.0,0.0,1.0
1,46.0,0.6730769230769231,1.6826923076923077,0.6730769230769231,96.20192307692308,64.47115384615385,64.47115384615385,2.0,0.0,0.0,1.0
1,47.0,0.9134615384615385,1.6826923076923077,0.9134615384615385,96.20192307692308,64.47115384615385,64.47115384615385,2.0,0.0,0.0,1.0
1,48.0,0.9134615384615385,1.6826923076923077,0.9134615384615385,96.20192307692308,64.47115384615385,64.47115384615385,2.0,0.0,0.0,1.0
1,49.0,0.9615384615384616,2.067307692307692,0.9615384615384616,96.20192307692308,64.47115384615385,64.47115384615385,2.0,0.0,0.0,1.0
1,50.0,0.9615384615384616,2.2596153846153846,0.9615384615384616,96.20192307692308,64.47115384615385,64.47115384615385,2.0,0.0,0.0,1.0
1,51.0,1.0576923076923077,2.2596153846153846,1.0576923076923077,96.20192307692308,64.47115384615385,64.47115384615385,2.0,0.0,0.0,1.0
1,52.0,1.0576923076923077,2.2596153846153846,1.0576923076923077,96.20192307692308,64.47115384615385,64.47115384615385,2.0,0.0,0.0,1.0
1,53.0,1.0576923076923077,2.8365384615384617,1.0576923076923077,96.20192307692308,64.47115384615385,64.47115384615385,2.0,0.0,0.0,1.0
