"run","tick","IntegralBHGR","IntegralBHGR1","IntegralBHGR2","IntegralBHGRErtrag","IntegralBHGRErtrag1","IntegralBHGRErtrag2","IntegralBHGRsicht","IntegralBHGRsicht1","IntegralBHGRsicht2","IntegralBHST","IntegralBHST1","IntegralBHST2","IntegralBHSTertrag","IntegralBHSTertrag1","IntegralBHSTertrag2","IntegralBHSTsicht","IntegralBHSTsicht1","IntegralBHSTsicht2","GRCount","GRertragCount","GRsichtCount","STCount","STertragCount","STsichtCount","Resistance","Behaviour","Jahr","GRsichtCount2","GRCount1","GRCount2","GRertragCount1","GRertragCount2","GRsichtCount1"
1,166.0,8831.0,2936.0,5895.0,5196.0,962.0,4234.0,6337.0,1924.0,4413.0,10900.0,4400.0,6500.0,7960.0,2240.0,5720.0,10626.0,4126.0,6500.0,1135572.0,242423.0,337190.0,3707062.0,397030.0,2869635.0,1.0,0.0,17.0,241462.0,219817.0,915755.0,31483.0,210940.0,95728.0
2,166.0,8780.0,2997.0,5783.0,5318.0,954.0,4364.0,6469.0,1928.0,4541.0,10900.0,4400.0,6500.0,7964.0,2244.0,5720.0,10635.0,4135.0,6500.0,820982.0,235060.0,326798.0,3719872.0,409638.0,2877635.0,1.0,0.0,17.0,234448.0,212038.0,608944.0,30321.0,204739.0,92350.0
3,166.0,9063.0,2979.0,6084.0,5264.0,965.0,4299.0,6441.0,1950.0,4491.0,10887.0,4387.0,6500.0,7981.0,2261.0,5720.0,10618.0,4118.0,6500.0,1148854.0,244572.0,340064.0,3710125.0,398073.0,2878436.0,1.0,0.0,17.0,244000.0,221172.0,927682.0,31531.0,213041.0,96064.0
4,166.0,8844.0,2902.0,5942.0,6314.0,964.0,5350.0,7423.0,1918.0,5505.0,10900.0,4400.0,6500.0,7952.0,2232.0,5720.0,10631.0,4131.0,6500.0,1313439.0,605380.0,704127.0,3749868.0,408980.0,2909510.0,1.0,0.0,17.0,607959.0,220624.0,1092815.0,30915.0,574465.0,96168.0
5,166.0,8146.0,3084.0,5062.0,5248.0,949.0,4299.0,6526.0,2003.0,4523.0,10887.0,4387.0,6500.0,7962.0,2242.0,5720.0,10645.0,4145.0,6500.0,537944.0,235589.0,332287.0,3729958.0,405378.0,2887680.0,1.0,0.0,17.0,236783.0,219716.0,318228.0,30414.0,205175.0,95504.0
6,166.0,8932.0,3064.0,5868.0,5282.0,983.0,4299.0,6510.0,2002.0,4508.0,10900.0,4400.0,6500.0,7912.0,2257.0,5655.0,10643.0,4143.0,6500.0,873055.0,244652.0,343935.0,3718388.0,404426.0,2885125.0,1.0,0.0,17.0,246070.0,224464.0,648591.0,31999.0,212653.0,97865.0
7,166.0,8834.0,3031.0,5803.0,5246.0,962.0,4284.0,6471.0,1978.0,4493.0,10900.0,4400.0,6500.0,7960.0,2240.0,5720.0,10621.0,4121.0,6500.0,804421.0,228162.0,320789.0,3737656.0,414979.0,2898188.0,1.0,0.0,17.0,228155.0,211923.0,592498.0,30281.0,197881.0,92634.0
8,166.0,9006.0,2873.0,6133.0,6333.0,919.0,5414.0,7436.0,1866.0,5570.0,10900.0,4400.0,6500.0,7963.0,2243.0,5720.0,10616.0,4116.0,6500.0,1286472.0,593163.0,688193.0,3721063.0,412005.0,2891883.0,1.0,0.0,17.0,594532.0,214179.0,1072293.0,30118.0,563045.0,93661.0
9,166.0,8992.0,2970.0,6022.0,5224.0,977.0,4247.0,6360.0,1934.0,4426.0,10887.0,4387.0,6500.0,7958.0,2303.0,5655.0,10636.0,4136.0,6500.0,1142117.0,238773.0,334312.0,3772988.0,412598.0,2920301.0,1.0,0.0,17.0,238773.0,218582.0,923535.0,31325.0,207448.0,95539.0
10,166.0,8148.0,3107.0,5041.0,5452.0,1023.0,4429.0,6671.0,2050.0,4621.0,10900.0,4400.0,6500.0,7831.0,2176.0,5655.0,10615.0,4115.0,6500.0,574593.0,250494.0,353629.0,3694522.0,391943.0,2856830.0,1.0,0.0,17.0,251818.0,234239.0,340354.0,32782.0,217712.0,101811.0
