"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,80,2,2080,3,-294914293,5.14,1,1,23.34,72.09,2000,1,0,7.5
3,80,2,2080,3,-294905422,5.14,1,1,23.34,72.09,2000,1,0,7.5
5,80,2,2080,3,-294901672,5.14,1,1,23.34,72.09,2000,1,0,7.5
7,80,2,2080,3,-294898737,5.14,1,1,23.34,72.09,2000,1,0,7.5
9,80,2,2080,3,-294895429,5.14,1,1,23.34,72.09,2000,1,0,7.5
2,80,2,2080,3,-294914001,5.14,1,1,23.34,72.09,2000,1,0,7.5
4,80,2,2080,3,-294904423,5.14,1,1,23.34,72.09,2000,1,0,7.5
6,80,2,2080,3,-294900861,5.14,1,1,23.34,72.09,2000,1,0,7.5
8,80,2,2080,3,-294897778,5.14,1,1,23.34,72.09,2000,1,0,7.5
10,80,2,2080,3,-294894959,5.14,1,1,23.34,72.09,2000,1,0,7.5
