"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,3000,2,2080,2,-1728732432,5.14,1,1,23.34,72.09,200,1,0,7.5
3,3000,2,2080,2,-1728712021,5.14,1,1,23.34,72.09,200,1,0,7.5
5,3000,2,2080,2,-1728705193,5.14,1,1,23.34,72.09,200,1,0,7.5
7,3000,2,2080,2,-1728698995,5.14,1,1,23.34,72.09,200,1,0,7.5
9,3000,2,2080,2,-1728693363,5.14,1,1,23.34,72.09,200,1,0,7.5
2,3000,2,2080,2,-1728732342,5.14,1,1,23.34,72.09,200,1,0,7.5
4,3000,2,2080,2,-1728713452,5.14,1,1,23.34,72.09,200,1,0,7.5
6,3000,2,2080,2,-1728705904,5.14,1,1,23.34,72.09,200,1,0,7.5
8,3000,2,2080,2,-1728699338,5.14,1,1,23.34,72.09,200,1,0,7.5
10,3000,2,2080,2,-1728693314,5.14,1,1,23.34,72.09,200,1,0,7.5
