"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,80,2,2080,3,-296520585,5.14,1,1,23.34,72.09,2000,1,0,7.5
2,80,2,2080,3,-296515443,5.14,1,1,23.34,72.09,2000,1,0,7.5
3,80,2,2080,3,-296512112,5.14,1,1,23.34,72.09,2000,1,0,7.5
4,80,2,2080,3,-296509590,5.14,1,1,23.34,72.09,2000,1,0,7.5
5,80,2,2080,3,-296507720,5.14,1,1,23.34,72.09,2000,1,0,7.5
6,80,2,2080,3,-296505984,5.14,1,1,23.34,72.09,2000,1,0,7.5
7,80,2,2080,3,-296503837,5.14,1,1,23.34,72.09,2000,1,0,7.5
8,80,2,2080,3,-296501844,5.14,1,1,23.34,72.09,2000,1,0,7.5
9,80,2,2080,3,-296500272,5.14,1,1,23.34,72.09,2000,1,0,7.5
10,80,2,2080,3,-296498577,5.14,1,1,23.34,72.09,2000,1,0,7.5
