"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,700,2,2080,2,-1479800651,5.14,1,1,23.34,72.09,200,2,0,7.5
2,700,2,2080,2,-1479794800,5.14,1,1,23.34,72.09,200,2,0,7.5
3,700,2,2080,2,-1479791910,5.14,1,1,23.34,72.09,200,2,0,7.5
4,700,2,2080,2,-1479789517,5.14,1,1,23.34,72.09,200,2,0,7.5
5,700,2,2080,2,-1479787328,5.14,1,1,23.34,72.09,200,2,0,7.5
6,700,2,2080,2,-1479785519,5.14,1,1,23.34,72.09,200,2,0,7.5
7,700,2,2080,2,-1479783520,5.14,1,1,23.34,72.09,200,2,0,7.5
8,700,2,2080,2,-1479781286,5.14,1,1,23.34,72.09,200,2,0,7.5
9,700,2,2080,2,-1479779498,5.14,1,1,23.34,72.09,200,2,0,7.5
10,700,2,2080,2,-1479777763,5.14,1,1,23.34,72.09,200,2,0,7.5
