"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,80,2,2080,1,-907793326,5.14,1,1,23.34,72.09,3000,1,0,7.5
2,80,2,2080,1,-907757117,5.14,1,1,23.34,72.09,3000,1,0,7.5
3,80,2,2080,1,-907723412,5.14,1,1,23.34,72.09,3000,1,0,7.5
4,80,2,2080,1,-907697695,5.14,1,1,23.34,72.09,3000,1,0,7.5
5,80,2,2080,1,-907668056,5.14,1,1,23.34,72.09,3000,1,0,7.5
6,80,2,2080,1,-907639987,5.14,1,1,23.34,72.09,3000,1,0,7.5
7,80,2,2080,1,-907613458,5.14,1,1,23.34,72.09,3000,1,0,7.5
8,80,2,2080,1,-907587508,5.14,1,1,23.34,72.09,3000,1,0,7.5
9,80,2,2080,1,-907559577,5.14,1,1,23.34,72.09,3000,1,0,7.5
10,80,2,2080,1,-907532455,5.14,1,1,23.34,72.09,3000,1,0,7.5
