"run","randomSeed","applicationcost","risktox","PestCount","erzeugerpreis","fungizid","septoria_count","behaviour","tox","cropCount","resistance"
1,-1759559712,5.14,1,20,23.34,72.09,650,0,7.5,520,1
3,-1759545319,5.14,1,20,23.34,72.09,650,0,7.5,520,1
5,-1759537260,5.14,1,20,23.34,72.09,650,0,7.5,520,1
7,-1759531034,5.14,1,20,23.34,72.09,650,0,7.5,520,1
9,-1759524447,5.14,1,20,23.34,72.09,650,0,7.5,520,1
11,-1759518616,5.14,1,20,23.34,72.09,650,0,7.5,520,1
13,-1759512015,5.14,1,20,23.34,72.09,650,0,7.5,520,1
15,-1759505515,5.14,1,20,23.34,72.09,650,0,7.5,520,1
17,-1759499399,5.14,1,20,23.34,72.09,650,0,7.5,520,1
19,-1759493237,5.14,1,20,23.34,72.09,650,0,7.5,520,1
2,-1759559706,5.14,1,20,23.34,72.09,650,0,7.5,520,1
4,-1759544976,5.14,1,20,23.34,72.09,650,0,7.5,520,1
6,-1759538485,5.14,1,20,23.34,72.09,650,0,7.5,520,1
8,-1759528905,5.14,1,20,23.34,72.09,650,0,7.5,520,1
10,-1759522873,5.14,1,20,23.34,72.09,650,0,7.5,520,1
12,-1759516446,5.14,1,20,23.34,72.09,650,0,7.5,520,1
14,-1759509679,5.14,1,20,23.34,72.09,650,0,7.5,520,1
16,-1759503417,5.14,1,20,23.34,72.09,650,0,7.5,520,1
18,-1759496954,5.14,1,20,23.34,72.09,650,0,7.5,520,1
20,-1759491010,5.14,1,20,23.34,72.09,650,0,7.5,520,1
