"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,200,2,5200,3,1518151780,5.14,1,1,23.34,72.09,7500,1,0,7.5
3,200,2,5200,3,1518173248,5.14,1,1,23.34,72.09,7500,1,0,7.5
5,200,2,5200,3,1518187760,5.14,1,1,23.34,72.09,7500,1,0,7.5
7,200,2,5200,3,1518200949,5.14,1,1,23.34,72.09,7500,1,0,7.5
9,200,2,5200,3,1518213015,5.14,1,1,23.34,72.09,7500,1,0,7.5
2,200,2,5200,3,1518151901,5.14,1,1,23.34,72.09,7500,1,0,7.5
4,200,2,5200,3,1518173087,5.14,1,1,23.34,72.09,7500,1,0,7.5
6,200,2,5200,3,1518185928,5.14,1,1,23.34,72.09,7500,1,0,7.5
8,200,2,5200,3,1518198456,5.14,1,1,23.34,72.09,7500,1,0,7.5
10,200,2,5200,3,1518212047,5.14,1,1,23.34,72.09,7500,1,0,7.5
