"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,80,2,2080,1,263298637,5.14,1,1,23.34,72.09,3000,1,0,7.5
2,80,2,2080,1,263336845,5.14,1,1,23.34,72.09,3000,1,0,7.5
3,80,2,2080,1,263377010,5.14,1,1,23.34,72.09,3000,1,0,7.5
4,80,2,2080,1,263415943,5.14,1,1,23.34,72.09,3000,1,0,7.5
5,80,2,2080,1,263450751,5.14,1,1,23.34,72.09,3000,1,0,7.5
6,80,2,2080,1,263490239,5.14,1,1,23.34,72.09,3000,1,0,7.5
7,80,2,2080,1,263523166,5.14,1,1,23.34,72.09,3000,1,0,7.5
8,80,2,2080,1,263558710,5.14,1,1,23.34,72.09,3000,1,0,7.5
9,80,2,2080,1,263590990,5.14,1,1,23.34,72.09,3000,1,0,7.5
10,80,2,2080,1,263624142,5.14,1,1,23.34,72.09,3000,1,0,7.5
