"run","randomSeed","applicationcost","risktox","PestCount","erzeugerpreis","fungizid","septoria_count","behaviour","tox","cropCount","resistance"
1,1924086576,5.14,1,5,23.34,72.09,500,0,7.5,515,1
3,1924154235,5.14,1,5,23.34,72.09,500,0,7.5,515,1
5,1924189754,5.14,1,5,23.34,72.09,500,0,7.5,515,1
7,1924223632,5.14,1,5,23.34,72.09,500,0,7.5,515,1
9,1924247057,5.14,1,5,23.34,72.09,500,0,7.5,515,1
2,1924091310,5.14,1,5,23.34,72.09,500,0,7.5,515,1
4,1924128597,5.14,1,5,23.34,72.09,500,0,7.5,515,1
6,1924172551,5.14,1,5,23.34,72.09,500,0,7.5,515,1
8,1924225772,5.14,1,5,23.34,72.09,500,0,7.5,515,1
10,1924246206,5.14,1,5,23.34,72.09,500,0,7.5,515,1
