"run","Jahr","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","behaviour","location","tox"
1,18,3000,2,2080,2,563508567,5.14,1,1,23.34,72.09,400,0,1,7.5
2,18,3000,2,2080,2,563516951,5.14,1,1,23.34,72.09,400,0,2,7.5
3,18,3000,2,2080,2,563521579,5.14,1,1,23.34,72.09,400,2,1,7.5
4,18,3000,2,2080,2,563525718,5.14,1,1,23.34,72.09,400,2,2,7.5
5,18,3000,2,2080,2,563528505,5.14,1,1,23.34,72.09,400,3,1,7.5
6,18,3000,2,2080,2,563531410,5.14,1,1,23.34,72.09,400,3,2,7.5
7,18,3000,2,2080,3,563533759,5.14,1,1,23.34,72.09,400,0,1,7.5
8,18,3000,2,2080,3,563535930,5.14,1,1,23.34,72.09,400,0,2,7.5
9,18,3000,2,2080,3,563537545,5.14,1,1,23.34,72.09,400,2,1,7.5
10,18,3000,2,2080,3,563539092,5.14,1,1,23.34,72.09,400,2,2,7.5
11,18,3000,2,2080,3,563540607,5.14,1,1,23.34,72.09,400,3,1,7.5
12,18,3000,2,2080,3,563542459,5.14,1,1,23.34,72.09,400,3,2,7.5
13,18,3000,2,2080,2,563543793,5.14,1,1,23.34,72.09,400,0,1,7.5
14,18,3000,2,2080,2,563547263,5.14,1,1,23.34,72.09,400,0,2,7.5
15,18,3000,2,2080,2,563550118,5.14,1,1,23.34,72.09,400,2,1,7.5
16,18,3000,2,2080,2,563553647,5.14,1,1,23.34,72.09,400,2,2,7.5
17,18,3000,2,2080,2,563556918,5.14,1,1,23.34,72.09,400,3,1,7.5
18,18,3000,2,2080,2,563559410,5.14,1,1,23.34,72.09,400,3,2,7.5
19,18,3000,2,2080,3,563561375,5.14,1,1,23.34,72.09,400,0,1,7.5
20,18,3000,2,2080,3,563562982,5.14,1,1,23.34,72.09,400,0,2,7.5
21,18,3000,2,2080,3,563564506,5.14,1,1,23.34,72.09,400,2,1,7.5
22,18,3000,2,2080,3,563566105,5.14,1,1,23.34,72.09,400,2,2,7.5
23,18,3000,2,2080,3,563567543,5.14,1,1,23.34,72.09,400,3,1,7.5
24,18,3000,2,2080,3,563568869,5.14,1,1,23.34,72.09,400,3,2,7.5
25,18,3000,2,2080,2,563570606,5.14,1,1,23.34,72.09,400,0,1,7.5
26,18,3000,2,2080,2,563574256,5.14,1,1,23.34,72.09,400,0,2,7.5
27,18,3000,2,2080,2,563577641,5.14,1,1,23.34,72.09,400,2,1,7.5
28,18,3000,2,2080,2,563581219,5.14,1,1,23.34,72.09,400,2,2,7.5
29,18,3000,2,2080,2,563584426,5.14,1,1,23.34,72.09,400,3,1,7.5
30,18,3000,2,2080,2,563586475,5.14,1,1,23.34,72.09,400,3,2,7.5
31,18,3000,2,2080,3,563588802,5.14,1,1,23.34,72.09,400,0,1,7.5
32,18,3000,2,2080,3,563590609,5.14,1,1,23.34,72.09,400,0,2,7.5
33,18,3000,2,2080,3,563592123,5.14,1,1,23.34,72.09,400,2,1,7.5
34,18,3000,2,2080,3,563593948,5.14,1,1,23.34,72.09,400,2,2,7.5
35,18,3000,2,2080,3,563595291,5.14,1,1,23.34,72.09,400,3,1,7.5
36,18,3000,2,2080,3,563596631,5.14,1,1,23.34,72.09,400,3,2,7.5
37,18,3000,2,2080,2,563598095,5.14,1,1,23.34,72.09,400,0,1,7.5
38,18,3000,2,2080,2,563601456,5.14,1,1,23.34,72.09,400,0,2,7.5
39,18,3000,2,2080,2,563604561,5.14,1,1,23.34,72.09,400,2,1,7.5
40,18,3000,2,2080,2,563607946,5.14,1,1,23.34,72.09,400,2,2,7.5
41,18,3000,2,2080,2,563611443,5.14,1,1,23.34,72.09,400,3,1,7.5
42,18,3000,2,2080,2,563613789,5.14,1,1,23.34,72.09,400,3,2,7.5
43,18,3000,2,2080,3,563615909,5.14,1,1,23.34,72.09,400,0,1,7.5
44,18,3000,2,2080,3,563617372,5.14,1,1,23.34,72.09,400,0,2,7.5
45,18,3000,2,2080,3,563619162,5.14,1,1,23.34,72.09,400,2,1,7.5
46,18,3000,2,2080,3,563620768,5.14,1,1,23.34,72.09,400,2,2,7.5
47,18,3000,2,2080,3,563622255,5.14,1,1,23.34,72.09,400,3,1,7.5
48,18,3000,2,2080,3,563623663,5.14,1,1,23.34,72.09,400,3,2,7.5
49,18,3000,2,2080,2,563625077,5.14,1,1,23.34,72.09,400,0,1,7.5
50,18,3000,2,2080,2,563628417,5.14,1,1,23.34,72.09,400,0,2,7.5
51,18,3000,2,2080,2,563631823,5.14,1,1,23.34,72.09,400,2,1,7.5
52,18,3000,2,2080,2,563635351,5.14,1,1,23.34,72.09,400,2,2,7.5
53,18,3000,2,2080,2,563638707,5.14,1,1,23.34,72.09,400,3,1,7.5
54,18,3000,2,2080,2,563641117,5.14,1,1,23.34,72.09,400,3,2,7.5
55,18,3000,2,2080,3,563643189,5.14,1,1,23.34,72.09,400,0,1,7.5
56,18,3000,2,2080,3,563644689,5.14,1,1,23.34,72.09,400,0,2,7.5
57,18,3000,2,2080,3,563646118,5.14,1,1,23.34,72.09,400,2,1,7.5
58,18,3000,2,2080,3,563648066,5.14,1,1,23.34,72.09,400,2,2,7.5
59,18,3000,2,2080,3,563649480,5.14,1,1,23.34,72.09,400,3,1,7.5
60,18,3000,2,2080,3,563650722,5.14,1,1,23.34,72.09,400,3,2,7.5
61,18,3000,2,2080,2,563651970,5.14,1,1,23.34,72.09,400,0,1,7.5
62,18,3000,2,2080,2,563655357,5.14,1,1,23.34,72.09,400,0,2,7.5
63,18,3000,2,2080,2,563658735,5.14,1,1,23.34,72.09,400,2,1,7.5
64,18,3000,2,2080,2,563662268,5.14,1,1,23.34,72.09,400,2,2,7.5
65,18,3000,2,2080,2,563665587,5.14,1,1,23.34,72.09,400,3,1,7.5
