"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,3000,2,2080,1,-1739904625,5.14,1,1,23.34,72.09,200,1,0,7.5
2,3000,2,2080,1,-1739754634,5.14,1,1,23.34,72.09,200,1,0,7.5
3,3000,2,2080,1,-1739603346,5.14,1,1,23.34,72.09,200,1,0,7.5
4,3000,2,2080,1,-1739455245,5.14,1,1,23.34,72.09,200,1,0,7.5
5,3000,2,2080,1,-1739300487,5.14,1,1,23.34,72.09,200,1,0,7.5
6,3000,2,2080,1,-1739146748,5.14,1,1,23.34,72.09,200,1,0,7.5
7,3000,2,2080,1,-1739000394,5.14,1,1,23.34,72.09,200,1,0,7.5
8,3000,2,2080,1,-1738853559,5.14,1,1,23.34,72.09,200,1,0,7.5
9,3000,2,2080,1,-1738656279,5.14,1,1,23.34,72.09,200,1,0,7.5
10,3000,2,2080,1,-1738490062,5.14,1,1,23.34,72.09,200,1,0,7.5
