"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,3000,2,2080,2,-1727904075,5.14,1,1,23.34,72.09,200,1,0,7.5
3,3000,2,2080,2,-1727885561,5.14,1,1,23.34,72.09,200,1,0,7.5
5,3000,2,2080,2,-1727878216,5.14,1,1,23.34,72.09,200,1,0,7.5
7,3000,2,2080,2,-1727871824,5.14,1,1,23.34,72.09,200,1,0,7.5
9,3000,2,2080,2,-1727865803,5.14,1,1,23.34,72.09,200,1,0,7.5
2,3000,2,2080,2,-1727903985,5.14,1,1,23.34,72.09,200,1,0,7.5
4,3000,2,2080,2,-1727884664,5.14,1,1,23.34,72.09,200,1,0,7.5
6,3000,2,2080,2,-1727877508,5.14,1,1,23.34,72.09,200,1,0,7.5
8,3000,2,2080,2,-1727871476,5.14,1,1,23.34,72.09,200,1,0,7.5
10,3000,2,2080,2,-1727865136,5.14,1,1,23.34,72.09,200,1,0,7.5
