"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,700,2,2080,3,-1486671287,5.14,1,1,23.34,72.09,200,2,0,7.5
2,700,2,2080,3,-1486667784,5.14,1,1,23.34,72.09,200,2,0,7.5
3,700,2,2080,3,-1486665355,5.14,1,1,23.34,72.09,200,2,0,7.5
4,700,2,2080,3,-1486663489,5.14,1,1,23.34,72.09,200,2,0,7.5
5,700,2,2080,3,-1486662165,5.14,1,1,23.34,72.09,200,2,0,7.5
6,700,2,2080,3,-1486661167,5.14,1,1,23.34,72.09,200,2,0,7.5
7,700,2,2080,3,-1486660130,5.14,1,1,23.34,72.09,200,2,0,7.5
8,700,2,2080,3,-1486659015,5.14,1,1,23.34,72.09,200,2,0,7.5
9,700,2,2080,3,-1486657472,5.14,1,1,23.34,72.09,200,2,0,7.5
10,700,2,2080,3,-1486656254,5.14,1,1,23.34,72.09,200,2,0,7.5
